,Aatrox,Aatrox,Ahri,Akali,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Ashe,Aurelion?Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cassiopeia,Cho'Gath,Cho'Gath,Darius,Diana,Diana,Dr.?Mundo,Dr.?Mundo,Draven,Ekko,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Irelia,Ivern,Janna,Jarvan?IV,Jax,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,LeBlanc,Lee?Sin,Leona,Lissandra,Lucian,Lulu,Lux,Lux,Malphite,Malphite,Malzahar,Maokai,Master?Yi,Miss?Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu?&?Willump,Olaf,Orianna,Ornn,Pantheon,Pantheon,Pantheon,Poppy,Pyke,Qiyana,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Rengar,Riven,Rumble,Rumble,Ryze,Ryze,Sejuani,Senna,Senna,Sett,Sett,Shaco,Shaco,Shen,Shen,Shyvana,Singed,Sion,Sivir,Sona,Soraka,Swain,Sylas,Sylas,Sylas,Sylas,Syndra,Tahm?Kench,Taliyah,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted?Fate,Twitch,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Veigar,Veigar,Vel'Koz,Vel'Koz,Vi,Viktor,Vladimir,Vladimir,Volibear,Volibear,Warwick,Xayah,Xerath,Xerath,Xin?Zhao,Yasuo,Yasuo,Yasuo,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
Viktor,0.175219522,-0.168281095,0.895714593,0.486156692,0.500254484,-0.922757572,-0.37727631,0.570781813,0.955878518,0.942980737,0.852912837,0.815848447,0.722693172,0.893268051,0.334070133,-0.249414951,0.907989832,-0.564627301,0.923113039,0.433160007,0.615487576,0.6066516,0.375925108,-0.069275537,0.162504999,0.303143671,0.806947466,-0.807117252,0.015615478,0.89521226,-0.269870333,0.464203921,0.195741749,0.37627357,0.983564616,-0.558012275,0.699644856,0.159230014,0.708870997,0.602528443,0.650123648,0.261089305,0.394490957,-0.353931886,0.344223955,-0.675624544,0.998645956,0.361549565,0.213024316,0.162057953,-0.324367811,-0.099191322,-0.519733669,-0.244457978,0.346173854,0.830359904,0.908725719,0.90409644,0.84316629,0.714455867,0.633730239,0.609478441,0.545723272,0.617698194,0.625384815,0.5586798,-0.589981486,0.784658534,-0.307143131,-0.098888188,-0.035902076,0.975340306,0.801685457,0.68425161,-0.34714946,-0.475038005,0.792643897,0.862788399,-0.141346426,0.989642376,0.944718796,0.703327982,0.727371885,0.973921016,-0.280259267,-0.0844292,0.954716054,0.35972205,0.433423893,-0.881007992,-0.028380686,-0.108207183,0.883129747,-0.370615727,-0.284934647,-1.556839966,-0.335869289,0.954481451,0.205104556,-0.103257791,0.57990072,0.488352643,0.348980493,-0.065355971,-0.199993387,0.776425823,0.836019569,-0.362067455,-0.611919363,-0.583176423,-0.124017312,-0.076758532,0.167086393,0.380600827,0.788778424,0.756278576,0.657451894,0.633906305,-0.857982022,0.558417232,0.251204535,-0.041884295,0.380489999,0.265122027,0.898526258,-0.142831345,0.159699242,-0.038220998,0.288850468,-0.047640894,0.902407304,-0.24343608,-2.788055487,0.337995925,-0.401941543,0.327986046,0.300535325,0.147383081,0.957798055,-0.727223026,0.907658948,0.434257744,0.757202183,-1.296635982,0.937049225,-0.308382457,0.826303854,-1.157296871,-0.034935115,0.682814573,0.906996907,0.47181743,-0.674677453,0.509375111,0.906090363,0.786811501,0.951452918,0.947236842,0.76319453,0.990444423,0.989932279,-0.016147596,-1,-0.435333057,-0.552381315,-0.552620847,0.073328842,-1.160323317,0.895841369,0.982628824,0.993144542,-0.658104825,0.616543628,0.618239508,0.544089311,0.399273242,-1.815091163,-2.23424303,0.902051454,0.984187993,0.34606752,0.957273993,0.960308507
Vladimir,0.543335387,0.672802155,0.054592489,0.472421551,0.473911297,0.400915972,0.365396591,0.181578389,-0.217466686,-0.090281247,-0.053286495,-0.246152323,0.156007063,-0.157785684,0.583672622,-0.233931258,-0.199698731,-0.248383298,-0.06789011,0.104633111,0.550660426,0.530318631,0.41362119,0.331984439,0.250312713,0.575230909,0.124021297,0.633885979,0.423178987,-0.228028094,0.776434908,0.514434017,0.586547198,0.629324521,-0.275235668,0.87274631,0.166083064,0.508357429,0.109375483,-0.080389408,0.377054477,-0.014535029,0.073226484,0.701874412,0.576265458,0.587451117,-0.414723281,0.527792058,0.405715976,0.396406865,0.59802291,0.757780814,0.399673674,0.5339708,0.221753833,-0.008673491,0.014439617,-0.139253025,-0.096156762,0.165199726,0.205078758,0.593591465,0.480094745,0.430830361,0.193642948,0.590388573,0.709991906,0.13670782,0.782207301,0.818125718,-0.023596578,-0.164695005,0.174037497,-0.008565068,0.361869332,-0.315301579,0.001729571,-0.058847162,-0.160796594,-0.638563769,-0.3553358,-0.170503478,-0.053977408,-0.521968382,0.647843438,0.689242788,-0.293549212,0.497191786,0.242241569,0.859777137,-0.269398825,-0.210366069,-0.145504642,0.894898306,0.650890662,0.456259623,0.558160995,-0.241253246,0.020539437,0.453893176,0.220213203,0.220109923,0.097745005,0.183746007,0.54390098,0.129330401,-0.195952577,0.297507833,0.301934359,0.657201171,0.360753072,0.661686167,0.401776092,0.266931223,0.085135997,0.072512568,0.396742922,0.376747457,0.100623897,0.654797739,0.832826133,0.365112001,0.041372355,0.476737088,-0.18195997,-0.226775508,0.002195293,0.630619038,0.220934908,-0.128122462,-0.110271029,0.954774064,0.244052532,0.503774878,0.70105481,0.517421748,0.416130898,0.566077675,-0.145934685,0.080999783,0.167764162,0.623151749,0.012008371,0.49282833,-0.061724081,-0.203809844,-0.054817205,0.596648564,0.480673414,0.173591647,-0.083472182,0.473870698,0.471625014,0.145656549,-0.123453012,0.101358297,-0.283162127,-0.290567351,-0.244833058,-0.630710178,-0.51904196,0.419986372,-0.435333057,-1,0.996146506,0.225760254,-0.053174214,0.583644135,-0.142335958,-0.706466929,-0.593122202,0.712300965,0.204776643,0.184383964,0.146980612,0.410073634,0.404725945,0.541412382,-0.093477685,-0.695214784,0.635612488,-0.033294467,-0.324353495
Vladimir,0.535070719,0.683124033,-0.025047145,0.439959127,0.4399527,0.453650183,0.391511415,0.141754785,-0.311329019,-0.180861225,-0.127666249,-0.321664849,0.10037206,-0.23881244,0.562968568,-0.220299066,-0.286860081,-0.216374586,-0.154658031,0.075447894,0.502936112,0.484544688,0.39001624,0.338766396,0.242750532,0.557045248,0.058000755,0.676614354,0.423434402,-0.312191517,0.790540112,0.482939665,0.576337003,0.603884587,-0.377984677,0.896212166,0.113508929,0.501189959,0.055313512,-0.127654546,0.329388786,-0.032349469,0.045717565,0.722915423,0.554513891,0.626404547,-0.532239071,0.502887435,0.395525645,0.3898979,0.609970607,0.757904963,0.43346286,0.552140377,0.201067294,-0.078498587,-0.070187202,-0.223194594,-0.170621158,0.110555291,0.159252705,0.543113787,0.441620312,0.38575645,0.146927896,0.547062562,0.741978872,0.07377178,0.79838863,0.820873748,-0.022076885,-0.264314374,0.108997674,-0.063092285,0.386534643,-0.289302425,-0.063208151,-0.134363489,-0.155388504,-0.761989973,-0.450791468,-0.228352567,-0.112337149,-0.630838207,0.663912237,0.695606475,-0.390050065,0.474154026,0.214895085,0.880108577,-0.272889576,-0.205071726,-0.224791922,0.90817381,0.669583796,0.530820987,0.580667114,-0.335505465,0.006312109,0.464285908,0.179724817,0.187394188,0.074323272,0.189053748,0.559149298,0.067417189,-0.26971025,0.322064804,0.34027074,0.690708587,0.371766533,0.668066522,0.394089925,0.243912696,0.020091688,0.011309521,0.348063414,0.3308568,0.150366781,0.591112279,0.797413754,0.37025919,0.013326211,0.462538325,-0.265657822,-0.219514149,-0.00778629,0.634742306,0.202576907,-0.128602036,-0.193647384,0.944236023,0.301132648,0.481768314,0.723661018,0.495990718,0.399601313,0.557235123,-0.239552405,0.124786677,0.081457249,0.59263576,-0.048661421,0.55688955,-0.152499136,-0.185863202,-0.125615792,0.654652709,0.486547198,0.122751456,-0.165780817,0.443021135,0.512433572,0.110826699,-0.208197534,0.038012287,-0.3785591,-0.384360902,-0.311204176,-0.757804179,-0.633977834,0.425180825,-0.552381315,0.996146506,-1,0.260726937,-0.058931772,0.642136773,-0.224788867,-0.837901545,-0.713910637,0.747531588,0.160590376,0.140149367,0.109378154,0.385184944,0.407900239,0.618664265,-0.175246974,-0.825717062,0.611022995,-0.128067767,-0.422755037
Volibear,0.835915429,0.884953736,0.120966832,0.682794642,0.669975901,0.932153395,0.988970011,0.628690387,-0.105596333,-0.071783904,0.170481599,0.085508084,0.462134463,0.099439021,0.743435599,0.882598547,0.017255891,0.92027643,-0.019182933,0.720866647,0.475496961,0.51589546,0.77132784,0.944519264,0.879933208,0.774754394,0.329942067,0.866968554,0.904815395,0.009742961,0.829098119,0.685932137,0.810494348,0.697761646,-0.267234503,0.692150723,0.483380423,0.86742529,0.471354526,0.534215995,0.533194766,0.7860196,0.731069968,0.884286651,0.724248757,0.918538759,-0.55943929,0.734593269,0.858116479,0.878241233,0.615595268,0.644865812,0.977694092,0.942981179,0.789761297,0.272361511,0.003855707,0.022308517,0.151606192,0.43974678,0.538786288,0.431289056,0.622457127,0.558861151,0.490445475,0.492452127,0.861341724,0.368883515,0.822409654,0.754120161,0.888005796,-0.204170551,0.337889458,0.398242276,0.984278666,0.881446763,0.339042989,0.162584127,0.737319882,-0.709581731,-0.162649204,0.394300527,0.414270938,-0.417915479,0.896139826,0.861745372,-0.183658414,0.762811708,0.718182115,0.170274379,0.805589226,0.851502542,0.129189913,0.665994371,0.902542249,0.699239299,0.951001649,-0.126685429,0.813869218,0.946870758,0.624760718,0.700507146,0.765206568,0.824519196,0.944842137,0.382181432,0.202126425,0.915589764,0.995156573,0.889744485,0.960968203,0.879360392,0.878438284,0.766381013,0.348518319,0.397238016,0.51967943,0.557034898,0.984513253,0.025660483,0.276057142,0.937670705,0.718105718,0.811667398,0.072542146,0.848150187,0.836744774,0.888094728,0.809708047,0.850655164,0.031109534,0.252448923,-1.186144171,0.764962764,0.882248064,0.768412369,0.811369816,0.839300896,-0.107451788,0.988931431,-0.016299886,0.652874501,0.39267031,0.703806498,-0.041627936,0.88382427,0.217857036,0.781132,0.930506222,0.493030214,0.079257973,0.688345638,0.941177407,0.675148189,0.001530286,0.340792366,-0.163567426,-0.124662988,0.252376869,-0.766753999,-0.499117878,0.914867901,-0.552620847,0.225760254,0.260726937,-1,0.849543361,0.788949283,0.046304971,-0.8734263,-0.627924762,0.846479169,0.56079782,0.571928056,0.63719056,0.76085741,-1.294189996,-0.028348588,0.097538006,-0.847571878,0.640588203,-0.128543829,-0.178941821
Volibear,0.841006809,0.75770948,0.541454187,0.829415551,0.82382621,0.601272194,0.855979603,0.882715467,0.422038632,0.406667301,0.590500763,0.535958508,0.786858349,0.576936918,0.797556106,0.953004739,0.533303807,0.882865421,0.440064703,0.948903879,0.649361192,0.693328075,0.900211605,0.940779577,0.96978831,0.823237162,0.696928904,0.534912662,0.913781944,0.497558019,0.633796592,0.81861726,0.810340287,0.761681501,0.293492158,0.378623246,0.786383272,0.886277675,0.79588913,0.883002007,0.764601407,0.98726381,0.962299203,0.67538349,0.779157403,0.631116385,0.063362437,0.838140643,0.917764703,0.921056178,0.403433673,0.484480857,0.780262078,0.804952631,0.947011417,0.682694737,0.433100344,0.490023501,0.576259098,0.742202414,0.797983011,0.606512087,0.792697994,0.768193113,0.741725628,0.628252665,0.575854757,0.721435704,0.609157496,0.599827864,0.994916889,0.325633578,0.687673919,0.72903843,0.85863615,0.888936042,0.731587457,0.590467155,0.790423503,-0.032228113,0.391240715,0.794674932,0.796652915,0.203247863,0.743265915,0.74287919,0.356031842,0.865764075,0.892061934,-0.26192032,0.987613455,0.960837244,0.6004226,0.403155263,0.722397117,0.161524769,0.785098775,0.401386797,0.993266794,0.882353887,0.872157931,0.917864645,0.971446753,0.815470718,0.827433699,0.733018955,0.667912328,0.779287281,0.801088463,0.61005856,0.923685023,0.7730031,0.931709157,0.919829148,0.727068352,0.765857034,0.750841359,0.784472957,0.766731262,0.163787573,0.244261448,0.934311304,0.960771001,0.864752418,0.571733537,0.946280266,0.993980829,0.809126257,0.964909639,0.990644055,0.489925429,0.023843819,-2.027173163,0.8619672,0.666634841,0.858907863,0.897269189,0.853841033,0.398737611,0.812556448,0.386619394,0.741486413,0.766944451,0.212305705,0.447870217,0.914574039,0.625783899,0.333973289,0.886181426,0.782977262,0.540716074,0.823044597,0.669437046,0.917550179,0.46462754,0.69357776,0.371198735,0.412692325,0.688029643,-0.076021752,0.150289634,0.880177453,0.073328842,-0.053174214,-0.058931772,0.849543361,-1,0.343549424,0.511000777,-0.162403527,0.045650237,0.533396102,0.814840689,0.836203424,0.883979879,0.894468673,-1.858763763,-0.778704604,0.564123236,-0.138318311,0.676226042,0.354537653,0.391076082
Warwick,0.62926358,0.819129849,-0.370497598,0.381156729,0.366706084,0.946763926,0.805876338,0.165697225,-0.700148797,-0.59834961,-0.368759878,-0.512827607,-0.018840389,-0.496481149,0.534289917,0.380710567,-0.596839906,0.495753704,-0.539133351,0.231091666,0.234406558,0.254111243,0.442590105,0.655402482,0.504086924,0.559617688,-0.156960153,0.972518809,0.643939899,-0.590533801,0.867885469,0.408379876,0.628518823,0.508291522,-0.858404798,0.902118569,0.016238258,0.631505229,-0.026622857,-0.056773201,0.175119505,0.265415398,0.227602596,0.896060407,0.517526978,0.955011827,-1.155881975,0.473202752,0.559125321,0.584803163,0.67267735,0.69786607,0.862625973,0.826018089,0.373537628,-0.273960397,-0.473471793,-0.538417118,-0.399003099,-0.015124182,0.102912451,0.216851727,0.321037029,0.228224246,0.071184891,0.289888884,0.949242604,-0.113850692,0.879632524,0.790495568,0.417048011,-0.754810827,-0.122528242,-0.120759884,0.794652091,0.409309421,-0.208748206,-0.382173079,0.308972647,-1.374532253,-0.804103907,-0.227626978,-0.163434807,-1.088800437,0.842918448,0.797925696,-0.788930596,0.48336513,0.312971303,0.630298803,0.223700536,0.331602883,-0.466450088,0.845050839,0.86822325,0.980705115,0.864214127,-0.7230515,0.315297502,0.742486133,0.180037472,0.259629488,0.279942532,0.525403921,0.813535864,-0.105267862,-0.425375959,0.733060358,0.84491563,0.947479219,0.703242173,0.791893599,0.578870223,0.37270364,-0.164242391,-0.125247341,0.171607093,0.195246077,0.80040077,-0.020473148,0.352120288,0.659656338,0.200239257,0.551743862,-0.539258089,0.333659294,0.343665742,0.766293342,0.391642683,0.333204808,-0.516172462,0.54170503,-0.141768841,0.492368677,0.901742834,0.504682272,0.506105455,0.634322985,-0.662460253,0.760638041,-0.418059398,0.453776296,-0.152336716,0.949695126,-0.575246466,0.422596065,-0.325746768,0.999824334,0.72186453,0.035778821,-0.475507446,0.394542387,0.921600911,0.198083395,-0.544664315,-0.145902225,-0.76751917,-0.744135583,-0.380836613,-1.421941482,-1.16658956,0.6829557,-1.160323317,0.583644135,0.642136773,0.788949283,0.343549424,-1,-0.519908875,-1.536431356,-1.299512075,0.962908673,0.123109734,0.116807844,0.166811959,0.429458009,-0.412126269,0.681323538,-0.46912978,-1.513252688,0.491491557,-0.623687085,-0.817919832
Xayah,0.586333297,0.273561213,0.981479381,0.77641761,0.779391883,-0.259854448,0.183027503,0.85320189,0.979016402,0.987720113,0.995243644,0.980328241,0.920213394,0.989440196,0.679211265,0.310617892,0.942868604,0.076501176,0.993295708,0.766675616,0.825611177,0.825428094,0.70142515,0.391555683,0.584712996,0.65622518,0.954676504,-0.240425217,0.428746373,0.99822839,0.185070305,0.746506824,0.594907361,0.685878548,0.958584951,-0.089537893,0.926419431,0.561951217,0.930921389,0.852166923,0.878916734,0.651998727,0.723862815,0.143816257,0.694464864,-0.097922083,0.886412117,0.653831503,0.620803913,0.588430447,0.20707932,0.343852885,0.078477161,0.277840521,0.721510731,0.972954741,0.986412568,0.999706248,0.994494862,0.943402384,0.903508894,0.778675686,0.801476091,0.847654474,0.905675864,0.796861445,-0.060649632,0.950445709,0.161112026,0.316485254,0.42578553,0.952841197,0.952372526,0.939985645,0.214205762,0.151821748,0.958914463,0.995860287,0.432040483,0.871799503,0.98334161,0.926534412,0.930900032,0.945801964,0.175956925,0.366238211,0.985610634,0.677262752,0.790220404,-0.420030744,0.421078807,0.420560128,0.984921801,0.068111244,0.2233542,-0.860448864,0.185102893,0.986857389,0.595665617,0.388845,0.855964022,0.795134897,0.698403202,0.476097883,0.296257335,0.948821246,0.971526545,0.239634787,-0.001634352,-0.024086219,0.364009578,0.372847726,0.572403992,0.749040651,0.932528371,0.921349268,0.875373711,0.867331825,-0.1970755,0.663934065,0.488129394,0.410155545,0.698078873,0.658470503,0.96290574,0.40118091,0.588580863,0.395194527,0.644764021,0.39879405,0.999230264,0.072148416,-2.300874844,0.651553777,0.086547483,0.643215641,0.681483595,0.512042144,0.980765961,-0.074025594,0.939151181,0.717009023,0.947134976,-0.589796797,0.94457327,0.284790651,0.990268553,-0.521410052,0.43090579,0.926627657,0.993113716,0.778760665,-0.052304312,0.816850046,0.998305879,0.970067127,0.987528432,0.987923225,0.96214866,0.83039212,0.894119422,0.472793195,0.895841369,-0.142335958,-0.224788867,0.046304971,0.511000777,-0.519908875,-1,0.80433907,0.871303231,-0.110413669,0.895274082,0.891705697,0.852341852,0.726717872,-1.535267907,-1.625508744,0.985298742,0.808227353,0.682448693,0.953279038,0.951259134
Xerath,-0.074334616,-0.455353287,0.794328929,0.284522893,0.30154202,-1.282716639,-0.685753926,0.391565298,0.889066236,0.86555108,0.743804495,0.714100786,0.574101522,0.800572902,0.107159296,-0.517390548,0.82946561,-0.866958218,0.837666116,0.236297186,0.439898053,0.42825282,0.160020889,-0.33948382,-0.079119406,0.071657028,0.678353804,-1.154192336,-0.244681869,0.809241557,-0.567613212,0.259917718,-0.051414629,0.156814237,0.934820821,-0.876204438,0.544685301,-0.090714785,0.557850657,0.445351148,0.479422652,0.046307971,0.196058999,-0.662466864,0.118559157,-1.014525168,0.981550832,0.145405521,-0.028624101,-0.08613229,-0.616688128,-0.372518553,-0.844197853,-0.543407432,0.12952803,0.712580762,0.816670767,0.815267716,0.734998369,0.562273809,0.464454808,0.438568747,0.35514804,0.440776132,0.457129239,0.373069879,-0.919253783,0.649821195,-0.609134905,-0.377237931,-0.285799802,0.917828318,0.669828225,0.536371574,-0.653102947,-0.764058353,0.665571507,0.756121126,-0.398325416,0.989560756,0.884048758,0.567651627,0.589736608,0.942777887,-0.576809259,-0.365706139,0.893938725,0.14030335,0.228409796,-1.196042372,-0.261780321,-0.361280911,0.787055696,-0.670974047,-0.58830125,-1.959404736,-0.642991164,0.888539496,-0.016550728,-0.384857452,0.400617858,0.294863296,0.142025334,-0.332163152,-0.493074193,0.639831416,0.73089248,-0.667449151,-0.941453962,-0.914578656,-0.403616136,-0.357077773,-0.078691126,0.166433284,0.659882267,0.620585882,0.488443219,0.460324365,-1.202818596,0.408567574,0.043201667,-0.310169105,0.18418761,0.028414023,0.812325454,-0.399368139,-0.070144653,-0.312837913,0.069178336,-0.290356379,0.811600098,-0.50182571,-3.156354684,0.117322213,-0.712961562,0.105408066,0.070703775,-0.10009477,0.888209916,-1.060574506,0.815433907,0.224821615,0.621593764,-1.682388029,0.860767665,-0.585934585,0.710363914,-1.532794711,-0.308841092,0.523529654,0.814259823,0.266918646,-1.014886983,0.321801311,0.818163804,0.65292594,0.888489775,0.881806366,0.645188086,0.99778313,0.971916997,-0.287804019,0.982628824,-0.706466929,-0.837901545,-0.8734263,-0.162403527,-1.536431356,0.80433907,-1,0.987943369,-0.993940861,0.443386347,0.44614343,0.360737984,0.185588887,-2.087479363,-2.645276227,0.808743819,0.999630868,0.12407553,0.887040129,0.905840766
Xerath,0.093954741,-0.263893416,0.864443679,0.42270362,0.437995303,-1.034859678,-0.458996375,0.53309878,0.943276901,0.915427104,0.823497309,0.794180668,0.690473374,0.878119338,0.25572396,-0.282826261,0.904466424,-0.610649327,0.892781718,0.399917861,0.542650737,0.537961711,0.319556444,-0.129967482,0.111143142,0.225315024,0.774832185,-0.927493569,-0.047355768,0.875597391,-0.383759349,0.399115694,0.110750721,0.295200729,0.971060736,-0.696119665,0.662811745,0.085771727,0.67499936,0.58841936,0.594548966,0.232897165,0.366956735,-0.463828508,0.261184376,-0.788519207,0.990315048,0.298616848,0.1472232,0.095693964,-0.45933936,-0.227173153,-0.61445305,-0.339250835,0.298626464,0.807185276,0.870574007,0.878818028,0.813420781,0.670647271,0.58874077,0.53746242,0.483030965,0.559174025,0.573163416,0.476500482,-0.709732487,0.751021178,-0.424716583,-0.215995371,-0.067164782,0.957600249,0.765505588,0.647884026,-0.429559962,-0.513673066,0.769879598,0.835073414,-0.198459271,0.990457995,0.935732074,0.690083074,0.709393425,0.970172693,-0.374565794,-0.186723065,0.938922013,0.296042821,0.382758016,-1.066735168,-0.04148591,-0.139816625,0.868833033,-0.507770385,-0.391929971,-1.703824774,-0.431284244,0.939442257,0.177628584,-0.182903237,0.538651357,0.448020852,0.317748869,-0.14323528,-0.289150977,0.743220497,0.825590775,-0.453396161,-0.697490543,-0.702865687,-0.192657663,-0.1744811,0.10427522,0.326986498,0.763134543,0.731897724,0.602239615,0.580880602,-0.935550304,0.454963812,0.127074559,-0.104905112,0.357084719,0.19090251,0.890675341,-0.176649461,0.127105958,-0.127987909,0.248839994,-0.068948254,0.874618037,-0.398682815,-3.048542498,0.277250249,-0.510205329,0.264063172,0.236547306,0.075013477,0.937695003,-0.800394623,0.863954309,0.356416313,0.732400314,-1.449970898,0.919061558,-0.351336792,0.796366701,-1.297257183,-0.113807166,0.640354312,0.884398982,0.405967207,-0.785502005,0.473691902,0.877981478,0.749728282,0.935907496,0.935389243,0.749978179,0.994787306,0.996259003,-0.095786248,0.993144542,-0.593122202,-0.713910637,-0.627924762,0.045650237,-1.299512075,0.871303231,0.987943369,-1,-0.784064191,0.56838141,0.574663733,0.50293956,0.341651911,-2.057310645,-2.439574019,0.88212409,0.990400084,0.254565092,0.930670627,0.959414722
Xin Zhao,0.812873731,0.938242107,0.026314148,0.636783882,0.62635407,0.940634019,0.888237545,0.451373712,-0.259586672,-0.169687646,0.017512745,-0.11883259,0.311331829,-0.090187625,0.752878846,0.516539276,-0.174811681,0.574486293,-0.120706679,0.487691495,0.529284788,0.544630563,0.674055752,0.797785801,0.693450278,0.770570205,0.201831025,0.987122216,0.802499142,-0.1745419,0.970382369,0.659284674,0.816040604,0.737760324,-0.394515215,0.966277722,0.338411822,0.811956833,0.300568437,0.255124828,0.476532348,0.491090886,0.479243585,0.981083458,0.738875386,0.986525984,-0.653469196,0.703287444,0.752409201,0.767601637,0.784800995,0.842703007,0.919540676,0.928115234,0.602982304,0.099018268,-0.063116674,-0.125198379,-0.011699148,0.312381881,0.40548579,0.515917493,0.593048125,0.520420505,0.376013802,0.570725979,0.997153517,0.236492342,0.975610391,0.926532783,0.583977485,-0.302020154,0.232493554,0.211026032,0.881983227,0.508735089,0.150858252,0.007178882,0.468267015,-0.851812017,-0.355996805,0.116839113,0.17961032,-0.603804016,0.944001836,0.930143653,-0.339891496,0.710208632,0.562212482,0.687522124,0.409728862,0.492914044,-0.064996847,0.941319417,0.963532711,0.891142938,0.95089345,-0.280845748,0.528812473,0.871729089,0.466391735,0.523572197,0.519277265,0.677297113,0.924064478,0.242523462,-0.037480297,0.823017032,0.88962266,0.993970717,0.832495987,0.925181148,0.76406138,0.60792891,0.192416768,0.221406721,0.475333044,0.492019259,0.81284281,0.305286934,0.59312807,0.806128476,0.45316416,0.754856253,-0.12615127,0.489396734,0.545987264,0.907435334,0.612556987,0.507034832,-0.105253732,0.697547345,-0.244137469,0.715836051,0.980390505,0.725537396,0.71846743,0.815963371,-0.224542942,0.794276368,-0.008970449,0.698078851,0.195200322,0.897034323,-0.147866022,0.545313898,0.051000846,0.963676381,0.863784464,0.352733735,-0.06785144,0.646131829,0.952725402,0.470294678,-0.129947151,0.206944988,-0.321458167,-0.301820771,-0.011069472,-0.891377143,-0.667080353,0.829635254,-0.658104825,0.712300965,0.747531588,0.846479169,0.533396102,0.962908673,-0.110413669,-0.993940861,-0.784064191,-1,0.420399857,0.414820477,0.447129059,0.66527384,-0.347614763,0.54954921,-0.062981471,-0.973241985,0.71840796,-0.186656512,-0.363562035
Yasuo,0.886204237,0.685584327,0.905639709,0.958896431,0.955756994,0.342017251,0.655101996,0.984530862,0.822591334,0.847544308,0.934181685,0.895218567,0.973502009,0.898746748,0.916965835,0.693355297,0.830414146,0.548859974,0.870402856,0.953421828,0.9286968,0.939566717,0.931349581,0.774006345,0.88581876,0.91134846,0.955327115,0.332866364,0.786200898,0.880796505,0.614246855,0.938367814,0.884171471,0.907587764,0.755864762,0.387230212,0.988133482,0.873856927,0.987539702,0.943255064,0.979010781,0.893564901,0.92285803,0.602278373,0.925813736,0.44699373,0.608588187,0.886223885,0.910181038,0.894163222,0.57976434,0.677588748,0.585506187,0.711887093,0.951329044,0.94617798,0.87678277,0.887522489,0.929117766,0.991172344,0.995346833,0.87879191,0.95590728,0.966043463,0.987382642,0.920090443,0.455871305,0.966190619,0.597125791,0.684411415,0.768193121,0.773382658,0.957400673,0.975912736,0.676422736,0.585204915,0.957834115,0.930868627,0.745978532,0.547468392,0.809315586,0.952260428,0.961095392,0.698260714,0.619338524,0.74861631,0.806295046,0.914268337,0.977784672,0.013399771,0.731753328,0.759052801,0.90435755,0.489696569,0.66501789,-0.139903651,0.648028426,0.823880633,0.860687633,0.783429799,0.987388359,0.968579871,0.918218533,0.81232821,0.720985299,0.969356492,0.918078621,0.680356113,0.530307327,0.493655892,0.76511321,0.756747838,0.880600538,0.966655779,0.942310234,0.950068603,0.970561788,0.976291647,0.387523541,0.682720283,0.650887783,0.785928474,0.898244361,0.925914106,0.866775194,0.746426076,0.867827006,0.770449301,0.897458862,0.73251785,0.891153138,0.365926558,-1.70575818,0.893426645,0.559742956,0.891129928,0.936360852,0.826056115,0.826663892,0.474286222,0.835403444,0.91193412,0.969035787,0.058718777,0.818684723,0.681059877,0.947085434,0.119579871,0.806634827,0.995742983,0.898034916,0.963686742,0.489953482,0.974225555,0.881089924,0.97411684,0.813694379,0.824400197,0.931484707,0.495935697,0.625756822,0.833864241,0.616543628,0.204776643,0.160590376,0.56079782,0.814840689,0.123109734,0.895274082,0.443386347,0.56838141,0.420399857,-1,0.998322211,0.991412306,0.946920342,-1.214567987,-0.887547523,0.897429186,0.453720986,0.892940475,0.801373013,0.772789273
