LABEL,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu & Willump,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Senna,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Sona,Soraka,Swain,Sylas,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Xayah,Xerath,Xin Zhao,Yasuo,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
Maokai,0.446269579,0.492803603,0.523211561,0.538742486,0.60952683,0.680508736,0.561182025,0.549667691,0.523202653,0.568168706,0.578883923,0.471906603,0.638561071,0.402523703,0.547919224,0.535944409,0.493921203,0.607886372,0.689704854,0.632453365,0.712737415,0.63508764,0.530079271,0.463927501,0.544101909,0.497419658,0.541474575,0.521774008,0.360169251,0.548285958,0.475345118,0.605713115,0.663465984,0.590708441,0.497306043,0.532134535,0.5529408,0.623869598,0.601358874,0.60227486,0.568036357,0.39298642,0.590984945,0.544549911,0.489703026,0.455934488,0.527655791,0.529384425,0.474875437,0.631230501,0.516898354,0.642695447,0.546523831,0.566654922,0.625454902,0.699627358,0.528055826,0.539990334,0.572233377,0.458261119,0.529030367,0.6499949,0.477930966,0.655906049,0.611537548,0.48626043,0.566158058,0.542151804,0.827466241,0,0.552528146,0.531630174,0.602447975,0.44585277,0.475199447,0.651093579,0.529994008,0.542019161,0.534582502,0.592907865,0.509355231,0.680018985,0.519603385,0.769095435,0.642510781,0.668447339,0.525440628,0.554427529,0.499978755,0.29382582,0.542407208,0.613262451,0.436529618,0.649624374,0.446964156,0.535100144,0.501279336,0.570157841,0.409686675,0.636991792,0.592341811,0.584651983,0.535214827,0.68670272,0.663810057,0.508767908,0.578428445,0.608708326,0.283890385,0.5207096,0.605377957,0.552704552,0.592042147,0.53155985,0.516730066,0.522669442,0.458628466,0.512892816,0.527828155,0.589676652,0.553035333,0.459687427,0.430232512,0.721561131,0.462523672,0.425029068,0.557749963,0.496476048,0.557909065,0.520963357,0.595172303,0.629632866,0.559644633,0.446055894,0.352980339,0.429270362,0.434610672,0.763191192,0.558924452,0.764628499,0.459255263,0.727125401,0.530832943,0.480052508,0.601837755
Master Yi,0.524952461,0.505127201,0.539619145,0.480900255,0.259220056,0.545359796,0.533038346,0.496584151,0.422382263,0.619010672,0.512191082,0.409279162,0.526567348,0.46339268,0.599364914,0.483346744,0.388050335,0.460090762,0.529141474,0.536993561,0.593064244,0.510494445,0.510605578,0.780674885,0.593204505,0.733176984,0.454529166,0.663947488,0.468514879,0.47009897,0.398555284,0.454208974,0.629700633,0.478405864,0.109799608,0.590193126,0.695996573,0.386811344,0.57879196,0.433892949,0.354453047,0.374641117,0.601975862,0.463585764,0.420322436,0.482538089,0.403320072,0.578445987,0.5,0.618337991,0.420185901,0.549937141,0.387383332,0.356589665,0.643257487,0.573314777,0.561847448,0.561091959,0.559345557,0.479446327,0.506944354,0.373474529,0.494278332,0.365159403,0.493119374,0.536232722,0.695545585,0.642960068,0.479639242,0.552528146,0,0.478531279,0.561247371,0.516038505,0.453563273,0.488100487,0.478867426,0.519062692,0.588240434,0.46024022,0.654907949,0.704986298,0.484936052,0.600073221,0.388970203,0.68559215,0.588280902,0.347314599,0.481366462,0.51168597,0.609961924,0.591324072,0.421451344,0.549684282,0.477382382,0.461826918,0.578751809,0.353093466,0.346513733,0.644031776,0.70635207,0.520209219,0.71013014,0.444467366,0.53761177,0.525534238,0.308381929,0.462241423,0.549133347,0.50910471,0.461231331,0.612745692,0.485664868,0.507239744,0.51658928,0.598279716,0.595703705,0.523329427,0.63619897,0.400367686,0.384921871,0.340006065,0.270966303,0.550812691,0.549828463,0.423943393,0.556990439,0.500445032,0.529832608,0.434076124,0.465523227,0.417895111,0.718538558,0.561446085,0.487966754,0.596662721,0.41164009,0.445138084,0.641104142,0.78979128,0.481507068,0.611987904,0.464649884,0.432275794,0.485595566
Miss Fortune,0.540980989,0.358486761,0.505467973,0.795865112,0.485864891,0.580696992,0.623239705,0.555084321,0.959968827,0.38805156,0.596103966,0.305268836,0.32146937,0.435060349,0.698648948,0.560230454,0.512146394,0.778399757,0.436739713,0.441512058,0.574855537,0.447022326,0.66855065,0.52706385,0.521225993,0.525120451,0.680403815,0.612787522,0.519372355,0.513204629,0.812509714,0.554755673,0.493022415,0.512202392,0.695854807,0.530240588,0.520362711,0.591979037,0.475392465,0.525297004,0.498081931,0.45761119,0.543653665,0.544737931,0.475437242,0.522226448,1.03099408,0.057472879,0.635919055,0.767204272,0.515323772,0.550854916,0.607872611,0.546706551,0.471825123,0.481104221,0.522643434,0.383179425,0.422665392,0.72007016,0.816208752,0.504544828,0.3531218,0.667218972,0.545692303,0.565962768,0.803451307,0.569140586,0.559989164,0.531630174,0.478531279,0,0.472918384,0.669203348,0.432185861,0.499135678,0.666446572,0.645231065,0.532223656,0.449371254,0.459185449,0.563894351,0.650482966,0.579445531,0.531548401,0.578878474,0.736308781,0.516106985,0.409975951,0.583851036,0.464957473,0.50491589,0.498910317,0.535164538,0.509827846,0.532853247,0.512899206,0.545945144,0.902273154,0.464474118,0.402530917,0.630063877,0.511454442,0.537086212,0.507419492,0.716361109,0.134783934,0.513303825,0.580708763,0.453359195,0.634897817,0.780296107,0.792566025,0.448447555,0.289064436,0.65417046,0.772159615,0.514812392,0.482527908,0.605954523,0.582401739,0.700589986,0.501918062,0.503495004,0.256348468,0.708291754,0.801642687,0.620978796,0.472257113,0.492878963,0.556482866,0.527493675,0.461023089,0.378298541,0.7213339,0.473748831,0.692959377,0.524037794,0.841946099,0.621306077,0.565961543,0.5767806,0.344290102,0.493289148,0.334741604
Mordekaiser,0.497261083,0.671082883,0.573329472,0.472107403,0.459087649,0.731885346,0.522805782,0.506226404,0.490375829,0.641050299,0.365314835,0.421063023,0.520990814,0.498155099,0.517966499,0.453799155,0.529864537,0.66055645,0.727095163,0.551883113,0.557729325,0.575148472,0.482221838,0.727470894,0.448949816,0.475241406,0.50134591,0.515528487,0.796154644,0.583742093,0.423463117,0.544357106,0.715240025,0.511358183,0.497872991,0.564521688,0.462920774,0.525255739,0.604883084,0.694414382,0.392997848,0.424546535,0.513770078,0.499418308,0.462814294,0.564689208,0.430591485,0.476861968,0.558529326,0.540070083,0.488888558,0.653411712,0.492325648,0.73606832,0.458393428,0.740339517,0.486503919,0.421795824,0.587811508,0.569828975,0.571926133,0.420766496,0.588749127,0.59463438,0.598006379,0.454954262,0.461215221,0.458679136,0.673310909,0.602447975,0.561247371,0.472918384,0,0.509742594,0.483698674,0.644422761,0.548715574,0.538665738,0.572124664,0.646342313,0.399885436,0.41103106,0.493908142,0.629882068,0.518369495,0.568404137,0.466510632,0.549849689,0.469196366,0.510072499,0.430035627,0.494225295,0.465756279,0.461719881,0.696131374,0.636148839,0.565018699,0.462839213,0.528713737,0.597729008,0.448816942,0.581050103,0.456554065,0.513773059,0.568795634,0.52703108,0.479402977,0.617317155,0.470935956,0.602828002,0.580567873,0.55011772,0.562464086,0.718082282,0.618879651,0.382717556,0.570516084,0.440418839,0.464616429,0.698974148,0.489070715,0.460885549,0.557244457,0.508016052,0.475868144,0.629999139,0.539595287,0.421378686,0.513625157,0.339758488,0.609895932,0.641370039,0.574935392,0.501617057,0.572883351,0.57635052,0.627165912,0.644470709,0.484819385,0.549236883,0.587244954,0.687415499,0.591237306,0.731334663,0.492521424
Morgana,0.555944762,0.613268346,0.601638409,0.515617653,0.502944868,0.599999032,0.520126158,0.543646819,0.628421669,0.473497634,0.635029465,0.531703248,0.464200791,0.715622296,0.771582545,0.555494159,0.335975201,0.512843455,0.530272033,0.570390299,0.448497154,0.526328447,0.535788339,0.463156877,0.543665375,0.500240656,0.702938722,0.670219353,0.447793329,0.428409769,0.755314191,0.506449835,0.430700691,0.547816881,0.53566106,0.517726207,0.579233859,0.513077927,0.456805786,0.512117841,0.453376762,0.500438054,0.598919494,0.575871697,0.464820021,0.542281395,0.61564097,0.455721612,0.539338608,0.884416369,0.437195641,0.481179307,0.507489797,0.578020675,0.494800566,0.482480127,0.536118684,0.581781413,0.510562928,0.561120383,0.624177004,0.481890436,0.643856216,0.575386404,0.559683721,0.586458552,0.789764931,0.644005033,0.423376967,0.44585277,0.516038505,0.669203348,0.509742594,0,0.696691233,0.640574219,0.715885452,0.618465103,0.430200352,0.577354116,0.630491794,0.623750763,0.560230071,0.502816187,0.618389129,0.585493764,0.675838488,0.5170455,0.345469932,0.587844816,0.61807651,0.535485323,0.482090037,0.519732011,0.416999296,0.468086199,0.536073028,0.440983294,0.881385152,0.537066384,0.522998705,0.661495782,0.521188756,0.544581702,0.466164029,0.520081569,0.191430725,0.703963003,0.845793592,0.628929815,0.687141924,0.549055851,0.762494749,0.572192904,0.484421067,0.579953495,0.652249808,0.602898204,0.41869525,0.545630735,0.772169684,0.469301577,0.438240827,0.586579809,0.494106711,0.481660167,0.670694073,0.640362434,0.55111439,0.40398336,0.595227791,0.544694648,0.549722255,0.484298926,0.788520911,0.580938784,0.483718815,0.665794651,0.721576827,0.578043168,0.673518727,0.571989742,0.545376442,0.643722812,0.413988937
Nami,0.542000762,0.469107755,0.465585745,0.45239666,0.522142539,0.601980814,0.471689611,0.46100729,0.484490788,0.462791971,0.539212772,0.942242695,1.067902333,0.744019859,0.517757147,0.448397277,0.588031552,0.536109692,0.419369702,0.513722058,0.570852303,0.529643859,0.488144077,0.451874607,0.489149032,0.551078811,0.542247605,0.670692717,0.407406516,0.579074077,0.496494744,0.547459867,0.533082012,0.469399604,0.628393086,0.570229871,0.534627354,0.472971698,0.446671039,0.545066993,0.452576739,0.899219829,0.505700285,0.518015315,0.530397394,0.417773208,0.404469247,0.529357455,0.459255894,0.659385307,0.473707846,0.612929542,0.626011537,0.503716712,0.407208224,0.45270206,0.578147887,0.490785544,0.481340579,0.440354835,0.637906032,0.525611476,1.206213645,0.556370213,0.536557282,0.88752927,0.48508221,0.518885327,0.408401431,0.475199447,0.453563273,0.432185861,0.483698674,0.696691233,0,0.461397056,0.804688128,0.536378629,0.572579265,0.646962225,0.446431286,0.532547762,0.68119406,0.455294996,0.61435982,0.528030325,0.682470194,0.736098231,0.49097199,0.696728952,0.469509075,0.544478006,0.538604374,0.499262963,0.465044715,0.576033806,0.672056917,0.62005172,0.894439766,0.414532951,0.658352863,0.523925798,0.530078103,0.52001782,0.523497563,0.519689063,0.805585447,0.718968093,0.736760913,0.553675847,0.604070576,0.488225443,0.555397222,0.669476792,0.559833409,0.430875661,0.998533321,0.506762735,0.464730779,0.432611537,0.53412011,0.531795223,0.464725949,0.462480946,0.454348358,0.42574552,0.532266856,0.755171864,0.461279832,0.550555413,0.541835571,0.440464195,0.422409842,0.465966806,0.574526807,0.423085784,0.477864481,0.344715823,0.434941894,0.419451708,0.60586011,0.539947446,0.844688571,0.459858481,0.984366622
Nasus,0.565092732,0.486266615,0.554327643,0.501137548,0.468051007,0.668908414,0.657979803,0.409477375,0.468312644,0.590538974,0.372593488,0.444566295,0.464045159,0.569993311,0.505989972,0.412905123,0.546270747,0.497783515,0.762494543,0.564800013,0.636819219,0.38499548,0.395521831,0.402768092,0.4289445,0.406117069,0.552448322,0.561813325,0.439856367,0.621610406,0.516744029,0.751415633,0.649796699,0.559629584,0.427016526,0.484588158,0.649734004,0.684164824,0.35771593,0.507467347,0.449046789,0.499961782,0.372177433,0.554327383,0.777305631,0.473624672,0.461468074,0.528844488,0.424427147,0.652987642,0.436277899,0.598086875,0.548021081,0.607301196,0.594421122,0.783738641,0.537727664,0.560209535,0.529813805,0.413589265,0.563434856,0.52126163,0.44874383,0.546111113,0.479616908,0.502177186,0.587672809,0.781294386,0.654698056,0.651093579,0.488100487,0.499135678,0.644422761,0.640574219,0.461397056,0,0.468404521,0.681944316,0.519423231,0.516293771,0.498306056,0.618239293,0.358757053,0.51469127,0.616910268,0.722355853,0.625501127,0.614851945,0.712634406,0.408860041,0.569407568,0.427679003,0.761720929,0.807794629,0.574374796,0.64590627,0.488612278,0.400709387,0.583616647,0.609485166,0.469316188,0.64491799,0.494031001,0.418270495,0.50624919,0.39363655,0.450679549,0.622765657,0.643911821,0.469860653,0.552528948,0.702346693,0.630508412,0.627282593,0.634383468,0.414980947,0.463864418,0.565953131,0.548877812,0.614945562,0.650053708,0.597118597,0.550209397,0.506321614,0.574717202,0.552321252,0.715843019,0.584452422,0.509436266,0.590309411,0.592687613,0.742648176,0.578668826,0.537309614,0.476316821,0.417106072,0.608666933,0.786457345,0.535714809,0.665205159,0.582622718,0.575466154,0.663698628,0.639673594,0.497778542
Nautilus,0.483299856,0.589862696,0.509005792,0.661131441,0.515537547,0.564554271,0.57658433,0.561947708,0.59580066,0.544032249,0.556557904,0.35647165,0.73068698,0.737690264,0.819588867,0.567334629,0.491065289,0.600316523,0.411555346,0.539176651,0.451355962,0.566402589,0.531106914,0.494362268,0.477297369,0.467156576,0.6707523,0.64184741,0.514215396,0.579637051,0.679852929,0.496576402,0.510251027,0.413250616,0.642540692,0.499678485,0.504348373,0.466045599,0.544226659,0.491137506,0.447617525,0.490124491,0.641591363,0.510095756,0.596663815,0.573371469,0.573329894,0.546181337,0.540744176,0.703809544,0.408284961,0.607989078,0.501255188,0.581095623,0.436857311,0.413165899,0.567005255,0.563891524,0.492033804,0.550195006,0.682478005,0.50948464,0.814200223,0.594107362,0.54929032,0.470546636,0.704116165,0.630593314,0.568636185,0.529994008,0.478867426,0.666446572,0.548715574,0.715885452,0.804688128,0.468404521,0,0.634846147,0.459325356,0.562177598,0.571593985,0.582324953,0.649188648,0.598897972,0.545138196,0.567087485,0.752394849,0.670301608,0.386207191,0.871537042,0.605139636,0.564180503,0.449330226,0.484314911,0.519630329,0.625423123,0.548540536,0.490869545,0.701015622,0.606683869,0.687784373,0.744953084,0.501165096,0.57626648,0.494125599,0.493521052,0.408063181,0.658750195,0.606684747,0.524434308,0.663517845,0.874128769,0.641405584,0.477303851,0.44097162,0.561612546,0.948887847,0.571290797,0.466101423,0.489522019,0.565639111,0.468204723,0.444580475,0.455038127,0.569119935,0.544697963,0.790180598,0.730749782,0.504809989,0.428175442,0.637221344,0.531941356,0.502270811,0.561722168,0.668651523,0.459797493,0.588651324,0.570700867,0.649768043,0.572430506,0.524377941,0.565914076,0.446155519,0.59674803,0.483257452
Neeko,0.52825572,0.504014417,0.520600919,0.491950585,0.471343256,0.600769224,0.714445163,0.550443716,0.567258088,0.580290091,0.535387783,0.486265731,0.425500629,0.70133204,0.63562759,0.557560905,0.567741883,0.502664299,0.555912203,0.615378128,0.631592373,0.581012553,0.514984779,0.42896598,0.425068684,0.497406914,0.65441355,0.545704383,0.463451311,0.623126194,0.880786431,0.620072557,0.450042941,0.536939456,0.433634862,0.459705822,0.484039342,0.638118023,0.643692788,0.496893377,0.50379659,0.522153014,0.413810228,0.426364339,0.625180732,0.603646346,0.541949123,0.514762952,0.538072427,0.589830717,0.544111101,0.543263088,0.616172897,0.524063113,0.496512265,0.624012672,0.410040233,0.462664449,0.613951949,0.551835224,0.618970314,0.374377554,0.487569266,0.615978275,0.638604884,0.652557472,0.740947637,0.701005033,0.51959642,0.542019161,0.519062692,0.645231065,0.538665738,0.618465103,0.536378629,0.681944316,0.634846147,0,0.494027626,0.526644197,0.489478073,0.616077922,0.432558285,0.660087944,0.590887516,0.667779172,0.68126069,0.421622256,0.731960119,0.674485162,0.479579812,0.409164859,0.587332716,0.551106097,0.571976291,0.504461048,0.491598106,0.467229802,0.623425298,0.500273678,0.573946934,0.648907058,0.495251455,0.615980078,0.677741137,0.489821326,0.331652357,0.592675128,0.786312425,0.598172553,0.565881403,0.740693333,0.593323717,0.457931671,0.446409174,0.607342979,0.729809599,0.519126489,0.452117602,0.522250883,0.451268855,0.470289659,0.496203425,0.513043905,0.57856658,0.725995944,0.886229125,0.421286789,0.485223686,0.53072639,0.533380371,0.594317704,0.556298249,0.568864744,0.658013455,0.524226889,0.594124679,0.631138759,0.572589041,0.643676516,0.595967466,0.494699976,0.528760318,0.282227837,0.490558867
Nidalee,0.521992693,0.49881022,0.36460873,0.503861001,0.562188143,0.627596348,0.505094326,0.448304573,0.473922886,0.550471713,0.439894407,0.500869242,0.512307176,0.523899511,0.485307983,0.450651722,0.486791715,0.532126599,0.617936977,0.475274279,0.736520076,0.617423026,0.492206562,0.552330372,0.900630502,0.577029769,0.407838981,0.432522271,0.424958477,0.623308159,0.410953121,0.639512284,0.689215564,0.59005126,0.567426979,0.854684634,0.563361914,0.491089779,0.478956255,0.494928462,0.41999951,0.519808354,0.671748286,0.603618526,0.356432214,0.461855723,0.472548077,0.392589837,0.5,0.537414993,0.779625582,0.609748012,0.551379395,0.424162342,0.678445847,0.661844124,0.643587239,0.559996824,0.689269909,0.503825782,0.573908803,0.725895486,0.513088337,0.46069185,0.414048083,0.492838693,0.480210779,0.508747308,0.656832497,0.534582502,0.588240434,0.532223656,0.572124664,0.430200352,0.572579265,0.519423231,0.459325356,0.494027626,0,0.864572982,0.560927194,0.512757453,0.501950938,0.636189863,0.431349987,0.494576073,0.596043714,0.474741654,0.624420439,0.442321812,0.463580468,0.870541221,0.547118273,0.711493344,0.553372259,0.533020277,0.470768333,0.587635581,0.529697395,0.620921165,0.432309043,0.501331749,0.641894015,0.415369553,0.582789288,0.538758648,0.467017091,0.479381524,0.509253803,0.611629148,0.468923261,0.580024301,0.557445371,0.591336005,0.572171118,0.493549793,0.49477831,0.45003806,0.70462946,0.497134759,0.406440692,0.532536257,0.422798195,0.475684473,0.444645565,0.547900639,0.539940253,0.526827018,0.783531407,0.542040494,0.454073951,0.532327565,0.623281269,0.448824543,0.431049837,0.494970841,0.53523732,0.559351796,0.480900919,0.599815349,0.587571914,0.519551335,0.528609708,0.545734785,0.499048952
Nocturne,0.506495793,0.730507595,0.3422452,0.479176264,0.690112885,0.713042056,0.74305882,0.378858281,0.437866227,0.635804567,0.324201646,0.46667707,0.605216538,0.628598929,0.461837774,0.381433728,0.606292487,0.525409529,0.489463476,0.620863593,0.760120812,0.702408683,0.431625718,0.529753648,0.656367279,0.607812789,0.445193488,0.62176333,0.516880401,0.713045844,0.491497273,0.459769125,0.65370121,0.501594587,0.801070964,0.701057346,0.60827774,0.485422453,0.501584231,0.33463974,0.508166146,0.458041726,0.691241485,0.629295624,0.443120706,0.449278652,0.400019968,0.460700214,0.476754527,0.510591499,0.677506496,0.644247213,0.60137967,0.517043368,0.489809553,0.466104683,0.709403724,0.678086051,0.775533229,0.469978656,0.331707767,0.74690986,0.596252255,0.565305982,0.363899806,0.538146167,0.610023299,0.55892263,0.795999589,0.592907865,0.46024022,0.449371254,0.646342313,0.577354116,0.646962225,0.516293771,0.562177598,0.526644197,0.864572982,0,0.527480002,0.609281529,0.452311943,0.733282493,0.566192714,0.494073329,0.736258923,0.701358659,0.545052869,0.474395215,0.472293111,0.742596877,0.549359556,0.533997938,0.562901412,0.768686453,0.471140586,0.78932166,0.512468772,0.651097475,0.479843187,0.580391927,0.577678389,0.60335148,0.594149438,0.488057392,0.381509743,0.56785908,0.559841562,0.674997929,0.510441208,0.50643366,0.51369217,0.703004728,0.731876202,0.48300448,0.579274764,0.510649981,0.528150074,0.48818238,0.559474135,0.604064543,0.494205306,0.532406263,0.49616157,0.567798871,0.524520862,0.592001529,0.709581238,0.571010937,0.700961495,0.497658724,0.460823073,0.501466012,0.496880211,0.422618611,0.502243909,0.644800927,0.493101837,0.56054568,0.725971039,0.502185937,0.642819779,0.628390217,0.504925603
Nunu & Willump,0.586543778,0.521802608,0.580175686,0.487189711,0.603585571,0.53305899,0.521982695,0.568185377,0.525464031,0.443352078,0.509810321,0.387338677,0.456511317,0.504745191,0.5441684,0.563134762,0.470376501,0.451310813,0.432939129,0.549132571,0.735309141,0.778320985,0.515273271,0.670787013,0.596866169,0.633371044,0.50574093,0.621727418,0.487192486,0.414954127,0.566911432,0.465995635,0.499428622,0.488929988,0.389763851,0.496809624,0.601603184,0.486027267,0.624962301,0.594474194,0.532677761,0.446270833,0.851887328,0.662597293,0.528365118,0.54215431,0.525332167,0.559396339,0.5,0.581356792,0.813164187,0.426846662,0.555718849,0.431627871,0.690402258,0.441079029,0.782298817,0.700995247,0.465786059,0.492502384,0.480402919,0.504577005,0.439626611,0.539680291,0.60358267,0.395970307,0.579654803,0.582467167,0.451857684,0.509355231,0.654907949,0.459185449,0.399885436,0.630491794,0.446431286,0.498306056,0.571593985,0.489478073,0.560927194,0.527480002,0,0.602472041,0.553028357,0.412862649,0.530572378,0.384485141,0.525512542,0.449102196,0.422749255,0.471905175,0.653807853,0.532395132,0.489549091,0.496459529,0.418379003,0.591139123,0.585360771,0.538335239,0.473182255,0.562936665,0.814585999,0.403197452,0.843624274,0.488020845,0.461161564,0.458498837,0.389024643,0.387246181,0.519139231,0.501452553,0.535737411,0.577653398,0.459338918,0.474589841,0.386084044,0.577965656,0.487135736,0.526339262,0.917242174,0.470613508,0.50822926,0.504309246,0.266265485,0.55781258,0.572660033,0.470927288,0.501906738,0.494441087,0.668027609,0.424319495,0.509836414,0.491971835,0.774603565,0.569069737,0.538215625,0.6303453,0.501018934,0.450544425,0.561794475,0.746433267,0.452647511,0.492483383,0.505248701,0.496860671,0.498683572
Olaf,0.447373081,0.542655162,0.602459923,0.516463747,0.586486287,0.566828957,0.609482319,0.452596816,0.502889536,0.602904142,0.498261111,0.510280238,0.575924969,0.467574095,0.582503468,0.450674454,0.4907613,0.484878631,0.411673137,0.652760963,0.701674161,0.725380543,0.471634724,0.592647068,0.643466442,0.594482688,0.452253526,0.539424047,0.43604109,0.551334786,0.574145431,0.533222362,0.559781189,0.438356199,0.634447729,0.67862285,0.805505437,0.433740847,0.559607416,0.450681428,0.458204454,0.413243165,0.758300337,0.717091833,0.77379421,0.438120234,0.501143243,0.439782021,0.459175958,0.617275069,0.505730704,0.566569777,0.506034965,0.563494141,0.679109278,0.559455444,0.664914061,0.704241859,0.512396049,0.451480139,0.60537208,0.622257194,0.61818601,0.588405655,0.576368285,0.491957136,0.657824303,0.689778037,0.542214277,0.680018985,0.704986298,0.563894351,0.41103106,0.623750763,0.532547762,0.618239293,0.582324953,0.616077922,0.512757453,0.609281529,0.602472041,0,0.487851206,0.539623569,0.606513466,0.762164116,0.58528505,0.594247812,0.596260545,0.511088406,0.64423561,0.673772733,0.634150936,0.644348271,0.646242568,0.506974498,0.594134779,0.717759428,0.437583095,0.569337277,0.736991944,0.566619345,0.478631499,0.582758753,0.533958562,0.495025184,0.431920016,0.606090505,0.595188552,0.594534322,0.51633674,0.597437348,0.724298452,0.684321365,0.482261978,0.639419496,0.634342307,0.578732046,0.640338691,0.462096473,0.53146034,0.486895375,0.435624717,0.453114148,0.483531368,0.515514938,0.627002493,0.501120917,0.559940332,0.530356035,0.653796929,0.604628451,0.555368415,0.454143272,0.589526904,0.738383259,0.503405511,0.564037283,0.590746282,0.547128619,0.691624173,0.590595252,0.638989607,0.573304179,0.510823543
Orianna,0.449125458,0.516130865,0.576828287,0.396031141,0.466909632,0.768236693,0.388863877,0.526751493,0.617996134,0.467646904,0.884383297,0.563064045,0.667808808,0.639641933,0.473402566,0.464057299,0.51914111,0.76221539,0.340726879,0.540125172,0.612239276,0.648840518,0.575866526,0.633195759,0.480367978,0.470504858,0.467463906,0.540777828,0.570443787,0.501681252,0.812835645,0.629176343,0.444541733,0.554567105,0.451411136,0.42605395,0.4800443,0.522020161,0.46995997,0.74209024,0.458759666,0.487831107,0.494585817,0.453925936,0.570990959,0.541217948,0.534534356,0.421186789,0.537789197,0.566555114,0.562316565,0.708875841,0.904296884,0.427573696,0.414615726,0.498858306,0.554790524,0.424999658,0.405842913,0.552754076,0.788479435,0.456823739,0.686752459,0.917664691,0.669741252,0.658045659,0.607631234,0.577676795,0.524691711,0.519603385,0.484936052,0.650482966,0.493908142,0.560230071,0.68119406,0.358757053,0.649188648,0.432558285,0.501950938,0.452311943,0.553028357,0.487851206,0,0.555282897,0.573252165,0.406992623,0.48933155,0.634100964,0.450249408,0.592429342,0.5484655,0.470282226,0.497462606,0.40213224,0.520647874,0.656540077,0.78111923,0.499356956,0.703611491,0.482670649,0.594002159,0.492947004,0.546556571,0.565817176,0.48888702,0.590252834,0.47796283,0.517135998,0.498792503,0.504920786,0.94173311,0.564785612,0.494778172,0.742260145,0.395874265,0.616813487,0.650180171,0.481400668,0.533539757,0.478539595,0.548088134,0.504328006,0.50579467,0.629592177,0.445768443,0.683948549,0.643400848,0.543597817,0.446102597,0.638984198,0.657679067,0.497749343,0.432532682,0.444808613,0.706238202,0.408570614,0.83592206,0.54364811,0.491351643,0.607047311,0.590531441,0.578261161,0.381279405,0.518332985,0.504485528
Ornn,0.463959748,0.579156104,0.364162767,0.58456874,0.572450765,0.589172227,0.683590864,0.437119818,0.507460691,0.735123038,0.479044316,0.349002309,0.415434304,0.579209835,0.604483723,0.503135195,0.4580456,0.580205864,0.578239062,0.638781876,0.667296205,0.59286529,0.450919564,0.52816822,0.469539382,0.501630099,0.481192938,0.552334224,0.428830612,0.657880486,0.65901341,0.541530479,0.936955582,0.533363742,0.615524583,0.602443417,0.442163524,0.59588454,0.436277411,0.444904752,0.424816379,0.367873632,0.497815159,0.432995651,0.423423913,0.469369613,0.511044361,0.433409198,0.508223279,0.619090393,0.464607202,0.697243236,0.517764346,0.361797699,0.558901478,0.600523963,0.465985383,0.449820606,0.904211197,0.499340696,0.557868654,0.581389555,0.463784224,0.57056577,0.423967169,0.561183705,0.56803877,0.800793111,0.708512557,0.769095435,0.600073221,0.579445531,0.629882068,0.502816187,0.455294996,0.51469127,0.598897972,0.660087944,0.636189863,0.733282493,0.412862649,0.539623569,0.555282897,0,0.549973777,0.748523446,0.587891031,0.52585301,0.60637568,0.484891312,0.474019621,0.577045643,0.586925136,0.54890175,0.570852428,0.642070952,0.439855317,0.518537287,0.52588893,0.795817759,0.3945495,0.786895614,0.488313515,0.719927913,0.604427001,0.474349461,0.310805168,0.595803691,0.547299018,0.452265345,0.383497681,0.60026536,0.559550818,0.589291755,0.535462779,0.577658246,0.594437776,0.464099746,0.422751253,0.36508249,0.412008256,0.464329333,0.547872628,0.73359663,0.46331007,0.506516788,0.555940594,0.580220734,0.553718506,0.552867297,0.712740584,0.425531279,0.474699279,0.44941717,0.450398244,0.474122295,0.458788009,0.636750698,0.631631964,0.632522257,0.641072476,0.471082368,0.434677348,0.50052798,0.45037428
