LABEL,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu & Willump,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Senna,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Sona,Soraka,Swain,Sylas,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Xayah,Xerath,Xin Zhao,Yasuo,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
Hecarim,0.496453503,0.616230223,0.491844721,0.483688668,0.635924081,0.600077844,0.553047511,0.475270451,0.461344576,0.524573561,0.525901967,0.473199551,0.53837426,0.562223734,0.538858097,0.470663079,0.609256551,0.416927018,0.434224525,0.611527275,0.498947629,0.726110273,0.510910795,0.569651537,0.575952454,0.81625073,0.481579346,0.666947786,0.504791471,0.499902453,0.494696236,0.464803394,0.549659765,0.42821544,0.626942879,0.503072901,0,0.590811516,0.570884241,0.365884004,0.429244442,0.454059695,0.643607817,0.567426672,0.527581152,0.457840604,0.454984736,0.473494213,0.5,0.626357103,0.571392977,0.572211541,0.465135886,0.573894297,0.672629118,0.483478979,0.763354816,0.692031985,0.49997854,0.494643914,0.503790116,0.627936498,0.528510387,0.523356266,0.485516381,0.520854323,0.639891156,0.622578627,0.55669511,0.5529408,0.695996573,0.520362711,0.462920774,0.579233859,0.534627354,0.649734004,0.504348373,0.484039342,0.563361914,0.60827774,0.601603184,0.805505437,0.4800443,0.442163524,0.543255996,0.556899387,0.595341224,0.517057329,0.516693789,0.472849196,0.804361839,0.573092954,0.431511048,0.677073797,0.435141392,0.587756476,0.468054103,0.628126482,0.436971803,0.618249011,0.616616078,0.525691145,0.490507271,0.543601236,0.372455696,0.546743353,0.410704002,0.642965875,0.465494448,0.651783648,0.524858721,0.583956284,0.723050708,0.4570988,0.531303341,0.585494367,0.553938342,0.518816029,0.61427973,0.54876665,0.52032224,0.596564588,0.353317571,0.660805312,0.472489669,0.410716536,0.547260762,0.576080048,0.390213353,0.470322627,0.477578873,0.55074315,0.523519589,0.480122029,0.501177653,0.639551672,0.381447162,0.68598424,0.552404958,0.573888852,0.57840844,0.580094514,0.536541259,0.591337214,0.505836211
Heimerdinger,0.466839569,0.431061384,0.584135566,0.439570248,0.487166056,0.442223537,0.426515702,0.46254296,0.659487661,0.401092812,0.672281971,0.454984618,0.486073415,0.58010239,0.470072866,0.513185797,0.488624191,0.438073451,0.552760807,0.515927977,0.484263485,0.510411934,0.647813064,0.310778772,0.461456879,0.446745308,0.416548647,0.535335549,0.399099847,0.58094504,0.384567513,0.619277709,0.482453465,0.516297434,0.498159935,0.429459224,0.590811516,0,0.386585769,0.559895716,0.495871944,0.449393462,0.508128111,0.585720811,0.64153319,0.538461658,0.590597734,0.35414414,0.419204438,0.554043463,0.398458491,0.5512724,0.485423239,0.514742534,0.450817465,0.577438761,0.578446258,0.49439657,0.610606033,0.704522279,0.456129959,0.582946556,0.474174609,0.600231115,0.572628218,0.440434166,0.473802787,0.547543386,0.598253672,0.623869598,0.386811344,0.591979037,0.525255739,0.513077927,0.472971698,0.684164824,0.466045599,0.638118023,0.491089779,0.485422453,0.486027267,0.433740847,0.522020161,0.59588454,0.589137753,0.634307284,0.486829155,0.518496313,0.711634296,0.427311277,0.549140833,0.580343724,0.413164132,0.636296889,0.447416894,0.697542479,0.478685014,0.498515365,0.68290006,0.531431596,0.509524036,0.614236008,0.450372068,0.665608306,0.46333743,0.584304212,0.472466695,0.680415121,0.403605506,0.521890075,0.436870815,0.528980493,0.676553912,0.435705117,0.483880513,0.65461705,0.449624859,0.572167916,0.518080353,0.585153209,0.538496688,0.410774636,0.504128039,0.695995816,0.510530331,0.607213184,0.570365413,0.640333135,0.490964826,0.528772767,0.569880318,0.556358377,0.355020382,0.627032715,0.574707041,0.419155987,0.446252485,0.575321825,0.523945768,0.6102697,0.452983451,0.620775524,0.418845918,0.564479994,0.518011069
Illaoi,0.53395292,0.572603317,0.619693269,0.557531046,0.450166986,0.501772499,0.559511244,0.556327358,0.504716074,0.566613785,0.503505595,0.504049055,0.492989782,0.463539336,0.553024313,0.480524259,0.509155541,0.445179536,0.506918912,0.52453402,0.634860985,0.575921753,0.527984576,0.553418139,0.454311814,0.554764847,0.535748338,0.511472594,0.805139425,0.624975374,0.627071761,0.609971096,0.503968224,0.580912727,0.399186943,0.372775644,0.570884241,0.386585769,0,0.533931529,0.495314063,0.450456628,0.44684827,0.504434317,0.740430979,0.49706255,0.438538322,0.602364877,0.493738479,0.469706007,0.477091832,0.715235626,0.536351111,0.513553578,0.575111102,0.517504858,0.632924517,0.600579107,0.40879234,0.494714762,0.529771709,0.477112524,0.546433607,0.647597147,0.729017424,0.488605912,0.593164306,0.556306057,0.570553794,0.601358874,0.57879196,0.475392465,0.604883084,0.456805786,0.446671039,0.35771593,0.544226659,0.643692788,0.478956255,0.501584231,0.624962301,0.559607416,0.46995997,0.436277411,0.616191382,0.611039327,0.501023377,0.464248035,0.50467284,0.525637416,0.516222325,0.533683621,0.546298931,0.411843412,0.410281838,0.577710891,0.570274629,0.407646976,0.439672464,0.468458096,0.564179228,0.41036849,0.481444481,0.458994738,0.814432601,0.531127891,0.503615777,0.343987958,0.514593708,0.6444946,0.662483854,0.418655961,0.494330402,0.569217472,0.470734193,0.430071858,0.52812658,0.490949607,0.642765578,0.441120409,0.506559293,0.532297819,0.415077486,0.421272675,0.530075759,0.545845707,0.565872655,0.451449495,0.495434181,0.541003893,0.621247049,0.17587736,0.587728295,0.553563891,0.634966307,0.512971429,0.565234542,0.519997757,0.515905855,0.499757358,0.632593145,0.508251088,0.590737805,0.416131301,0.458592385
Irelia,0.712722186,0.556129184,0.968965703,0.402930379,0.408283939,0.464488625,0.326813573,0.571479803,0.571046851,0.525760926,0.782104248,0.51685056,0.570813452,0.449679136,0.394880641,0.629587911,0.59888431,0.663713235,0.483784288,0.534274631,0.551203739,0.5111179,0.568372506,0.499122199,0.543975679,0.458769081,0.612648968,0.503509606,0.56194398,0.404798346,0.630792184,0.677636218,0.409783267,0.746075848,0.371317391,0.417765498,0.365884004,0.559895716,0.533931529,0,0.529146471,0.572121634,0.505898304,0.530812336,0.559662207,0.591293204,0.672846928,0.378485657,0.563199374,0.538236198,0.537165798,0.472765431,0.66386286,0.613273926,0.490094266,0.680648221,0.417444304,0.508214225,0.399069316,0.547765031,0.781614313,0.303535566,0.574854692,0.798998392,0.783003309,0.41162943,0.51227382,0.565014787,0.583708792,0.60227486,0.433892949,0.525297004,0.694414382,0.512117841,0.545066993,0.507467347,0.491137506,0.496893377,0.494928462,0.33463974,0.594474194,0.450681428,0.74209024,0.444904752,0.64863287,0.559892347,0.492988996,0.572954504,0.38602064,0.458937523,0.55073491,0.458952497,0.483850245,0.464035455,0.677155347,0.479011575,0.973981903,0.482244492,0.632431411,0.410776132,0.596695054,0.457440721,0.4394077,0.399386739,0.552266513,0.528223188,0.707170378,0.355304613,0.471582842,0.632000318,0.691984954,0.417127663,0.556637572,0.777572891,0.277235277,0.425117687,0.50503554,0.401964801,0.568774669,0.585093329,0.719555119,0.446900494,0.593360972,0.608818495,0.413288327,0.704688385,0.627867556,0.452308291,0.483127526,0.586518701,0.55238761,0.522792721,0.610363961,0.425603294,0.562569151,0.56435938,0.785665159,0.487730375,0.331218818,0.572209036,0.627894707,0.500255309,0.54366701,0.537221377,0.607290072
Ivern,0.52240612,0.494936323,0.582835136,0.552903473,0.629151605,0.449557914,0.497492317,0.504075282,0.498763435,0.552736149,0.508007991,0.535209551,0.44816711,0.447617436,0.451021252,0.503169671,0.471762165,0.462381801,0.504150488,0.573679794,0.670198136,0.524762278,0.502455246,0.557103835,0.509282962,0.454269838,0.455696579,0.538301769,0.498958481,0.528212169,0.451727848,0.585872568,0.497426674,0.504448884,0.606155323,0.677203041,0.429244442,0.495871944,0.495314063,0.529146471,0,0.549378281,0.472229103,0.507192296,0.500346325,0.5,0.498154758,0.441090641,0.5,0.452612902,0.751523404,0.464815897,0.459996461,0.548360719,0.626659178,0.503922903,0.546729464,0.716264986,0.455090202,0.498794725,0.458549472,0.478785798,0.448104625,0.444809539,0.515080451,0.536955408,0.429873655,0.450460058,0.458925628,0.568036357,0.354453047,0.498081931,0.392997848,0.453376762,0.452576739,0.449046789,0.447617525,0.50379659,0.41999951,0.508166146,0.532677761,0.458204454,0.458759666,0.424816379,0.617600415,0.439114043,0.467384381,0.420421822,0.454330548,0.549837138,0.442850805,0.417461963,0.474901325,0.588066407,0.443745261,0.475585941,0.464804074,0.44058808,0.525787186,0.444900292,0.410743631,0.462440101,0.61483528,0.493298556,0.502247642,0.500491049,0.5590643,0.370818406,0.532018527,0.479794795,0.455422767,0.450364836,0.597469806,0.460834409,0.577891418,0.50087193,0.450728102,0.504234153,0.532269056,0.456530824,0.540113523,0.551785009,0.585763403,0.501058768,0.504234153,0.54075989,0.504502211,0.456513131,0.374348365,0.446966133,0.468112979,0.595791643,0.563303992,0.504613105,0.466005561,0.412660273,0.477740644,0.492858038,0.446521599,0.65770984,0.460209531,0.546076672,0.453537945,0.459365414,0.447768638
Janna,0.550452488,0.406401893,0.557648165,0.444346962,0.491170411,0.474734979,0.348022778,0.566150111,0.416334663,0.476622675,0.502552696,0.769372713,0.526599805,0.553954233,0.82010262,0.563119097,0.524513336,0.433944595,0.489811995,0.496658027,0.545194559,0.464787284,0.560100525,0.422707243,0.423152475,0.426876798,0.507130707,0.348026754,0.465440169,0.402834054,0.436725348,0.50834675,0.487641877,0.529221656,0.473908549,0.47337071,0.454059695,0.449393462,0.450456628,0.572121634,0.549378281,0,0.417707952,0.521860688,0.471552261,0.541013389,0.528893264,0.615417703,0.547747491,0.469171792,0.520388014,0.478302805,0.49946961,0.468717294,0.488843959,0.519233142,0.500469185,0.469520911,0.47086401,0.547214615,0.579105947,0.485765264,0.742461678,0.445581531,0.615261602,0.75267533,0.430911193,0.398248777,0.437852735,0.39298642,0.374641117,0.45761119,0.424546535,0.500438054,0.899219829,0.499961782,0.490124491,0.522153014,0.519808354,0.458041726,0.446270833,0.413243165,0.487831107,0.367873632,0.480707719,0.435134971,0.61174976,0.566397303,0.539476728,0.757595437,0.460565594,0.452321364,0.524971564,0.512065563,0.465816627,0.52108503,0.568725828,0.497122265,0.654540774,0.406028494,0.67730847,0.45554157,0.466189799,0.455814177,0.514763216,0.544668207,0.881671259,0.566193442,0.566494558,0.439966964,0.492389928,0.18933119,0.464102625,0.512773235,0.58310811,0.459536426,0.651291792,0.571759863,0.54219485,0.448401937,0.512315015,0.46273959,0.557011156,0.506954317,0.572366051,0.517122975,0.516977929,0.655758421,0.434307877,0.455224798,0.465798413,0.598912698,0.521673301,0.573691289,0.357654527,0.433790931,0.570226263,0.392112169,0.306708771,0.430865768,0.468059824,0.361587622,0.838631124,0.402576117,0.729531976
Jarvan IV,0.554441297,0.576320267,0.511823201,0.501276796,0.435583563,0.698848392,0.51950016,0.52498186,0.532910988,0.604164149,0.509513695,0.443805148,0.564206075,0.462938137,0.609101742,0.52774066,0.545992131,0.576757424,0.422101774,0.585020928,0.648163696,0.759481094,0.493820541,0.676976093,0.798202794,0.752089341,0.540396759,0.684003878,0.529230809,0.499153301,0.500651194,0.562085281,0.49300041,0.407237613,0.736258065,0.716450133,0.643607817,0.508128111,0.44684827,0.505898304,0.472229103,0.417707952,0,0.807913162,0.506268332,0.534679193,0.534927417,0.466238738,0.5,0.614214192,0.561990343,0.54039065,0.550923753,0.598518369,0.684327731,0.441275446,0.724842013,0.622250516,0.494017505,0.503033483,0.54017293,0.850263749,0.539987663,0.441456969,0.601331044,0.441601489,0.645662856,0.597399479,0.63185212,0.590984945,0.601975862,0.543653665,0.513770078,0.598919494,0.505700285,0.372177433,0.641591363,0.413810228,0.671748286,0.691241485,0.851887328,0.758300337,0.494585817,0.497815159,0.652731947,0.623585779,0.577416479,0.69215854,0.49729213,0.568752525,0.641874975,0.923609094,0.372259473,0.661669062,0.666641197,0.56691258,0.503990749,0.719558158,0.482202416,0.707048453,0.533203651,0.52756211,0.437982073,0.611557719,0.529825803,0.46210926,0.46148549,0.534185128,0.487312768,0.749405273,0.522401095,0.540052688,0.602864072,0.493557364,0.544513977,0.557640181,0.587537052,0.527670627,0.460559653,0.524673221,0.504494241,0.601283785,0.390994496,0.506354046,0.527450144,0.57637747,0.555400339,0.565914483,0.678811361,0.467213198,0.607717707,0.710045281,0.58451868,0.521603432,0.47122727,0.883170806,0.487982579,0.480287667,0.625642319,0.597615766,0.558347184,0.616708106,0.522973658,0.579863505,0.509147108
Jax,0.578688308,0.597184183,0.701421449,0.455025846,0.63226509,0.603409933,0.4828667,0.559176348,0.638739615,0.503237599,0.431158242,0.499465436,0.488223853,0.435778212,0.496662163,0.494707232,0.67695336,0.571536122,0.576814106,0.836327653,0.488212439,0.703830581,0.501624654,0.539641887,0.568669862,0.503193314,0.468841861,0.624871596,0.818673216,0.606675016,0.476419542,0.748285567,0.574585937,0.444250668,0.634994563,0.414298209,0.567426672,0.585720811,0.504434317,0.530812336,0.507192296,0.521860688,0.807913162,0,0.507210439,0.54651085,0.587037143,0.462659471,0.497491849,0.634546153,0.431106661,0.504019723,0.57046067,0.605311007,0.560906483,0.545395683,0.476494738,0.630310814,0.638084623,0.510126651,0.486821006,0.740385332,0.509332705,0.505967782,0.618369241,0.398915694,0.476872169,0.549621651,0.542461063,0.544549911,0.463585764,0.544737931,0.499418308,0.575871697,0.518015315,0.554327383,0.510095756,0.426364339,0.603618526,0.629295624,0.662597293,0.717091833,0.453925936,0.432995651,0.691983682,0.790242965,0.577383077,0.585113493,0.705554404,0.403075818,0.469269494,0.671330085,0.640331306,0.680642842,0.838937188,0.649996903,0.482130631,0.582485467,0.67275582,0.702262351,0.451238763,0.523947082,0.486769441,0.716333425,0.643599309,0.481403764,0.545590436,0.490587658,0.512507197,0.737415122,0.466740593,0.546027329,0.55628965,0.466843129,0.599241704,0.692949637,0.463129165,0.49121716,0.634474464,0.760770745,0.527086974,0.517924616,0.327689141,0.473080503,0.490095838,0.630578578,0.509852591,0.506028952,0.65122728,0.496390021,0.683191935,0.647186576,0.57083085,0.453241467,0.445899594,0.558660107,0.602128593,0.489846212,0.506115134,0.491046143,0.611439861,0.588431772,0.59429177,0.4821306,0.569927565
Jayce,0.474594779,0.59560632,0.736852893,0.563026153,0.475226891,0.39914424,0.487149441,0.368756705,0.439872085,0.619397908,0.514293369,0.505585187,0.525924887,0.53565206,0.532021712,0.375002891,0.640721521,0.439447427,0.400521651,0.647933363,0.516925475,0.594718402,0.38840441,0.586545245,0.400412177,0.530839668,0.459218106,0.525157897,0.610696601,0.630081636,0.642278495,0.663496111,0.520476833,0.441027052,0.53971494,0.398959761,0.527581152,0.64153319,0.740430979,0.559662207,0.500346325,0.471552261,0.506268332,0.507210439,0,0.462192851,0.404023921,0.437647556,0.457680236,0.488542025,0.42391821,0.686620776,0.599631498,0.699023366,0.418278387,0.522716081,0.521380653,0.529060615,0.415794078,0.451833978,0.593556004,0.447040852,0.583117629,0.724509031,0.7577855,0.556997528,0.553325372,0.701512845,0.552979684,0.489703026,0.420322436,0.475437242,0.462814294,0.464820021,0.530397394,0.777305631,0.596663815,0.625180732,0.356432214,0.443120706,0.528365118,0.77379421,0.570990959,0.423423913,0.569260624,0.763390977,0.533182361,0.771120288,0.612033066,0.501498092,0.521192515,0.543728564,0.724163404,0.544791152,0.652368145,0.723401024,0.586254747,0.469436972,0.492765535,0.53921432,0.576181804,0.47219866,0.445205766,0.625509786,0.539395208,0.427027985,0.471186267,0.46970599,0.657766099,0.454513812,0.597958,0.624428563,0.566051636,0.709630743,0.524064942,0.513706105,0.577931606,0.530543246,0.579974836,0.613271635,0.660120969,0.533996127,0.499653676,0.383280797,0.531249101,0.685959047,0.636297699,0.597670787,0.452111128,0.711082925,0.694228574,0.561477442,0.427598647,0.529687468,0.711314722,0.460878433,0.679731123,0.412850457,0.527942175,0.433130999,0.750510273,0.312000313,0.659924119,0.620922475,0.474273494
Jhin,0.546649858,0.584935079,0.548400959,0.542316848,0.535575659,0.596473709,0.534600408,0.645513067,0.801312681,0.499766154,0.510698463,0.422632071,0.415560847,0.571030921,0.538724788,0.744416532,0.50911912,0.637588572,0.496840733,0.594341519,0.502800451,0.583965019,0.616687069,0.475523271,0.460134993,0.459600523,0.793587028,0.470008858,0.40961635,0.588069631,0.574330213,0.531290504,0.624457873,0.412599991,0.545384825,0.459600523,0.457840604,0.538461658,0.49706255,0.591293204,0.5,0.541013389,0.534679193,0.54651085,0.462192851,0,0.643112611,0.593041548,0.766907921,0.440691612,0.464090705,0.518885443,0.466086883,0.540180078,0.537384591,0.638840714,0.465103931,0.46375235,0.550157794,0.578029456,0.506011177,0.530687451,0.409774201,0.543948671,0.65798619,0.534146191,0.493248109,0.512465886,0.574468825,0.455934488,0.482538089,0.522226448,0.564689208,0.542281395,0.417773208,0.473624672,0.573371469,0.603646346,0.461855723,0.449278652,0.54215431,0.438120234,0.541217948,0.469369613,0.563659675,0.458916828,0.559277971,0.525029091,0.513538767,0.538110108,0.545186746,0.5,0.475439916,0.491149455,0.594119949,0.542108451,0.494850418,0.457106478,0.736223882,0.490156276,0.482441624,0.514276382,0.455559785,0.534278877,0.5,0.59223118,0.456743784,0.458976132,0.634832758,0.623197615,0.757221101,0.546100938,0.573513851,0.524754892,0.510420885,0.632794638,0.493085479,0.514960932,0.5,0.461653569,0.533114832,0.558588211,0.5,0.5,0.705970409,0.925440424,0.658225032,0.466345155,0.542379781,0.605444168,0.5859514,0.567058362,0.533017195,0.735678636,0.479325481,0.53298184,0.63622661,0.53231669,0.459947948,0.543488448,0.505499542,0.567572384,0.471525756,0.531225224,0.458577688
Jinx,0.529343383,0.450885817,0.52084529,0.550280434,0.540917528,0.509722908,0.449152046,1.008194939,0.931099885,0.395607168,0.612372832,0.400890918,0.404293978,0.508834692,0.54647509,0.941186418,0.52593853,0.746833574,0.413315492,0.392057325,0.490575404,0.470261507,0.623301129,0.409294327,0.459331149,0.462258718,0.850411785,0.486741123,0.486181893,0.460216363,0.666419338,0.535736193,0.464912421,0.515998976,0.582195807,0.467184448,0.454984736,0.590597734,0.438538322,0.672846928,0.498154758,0.528893264,0.534927417,0.587037143,0.404023921,0.643112611,0,0.431327172,0.763696353,0.519422894,0.45971474,0.456776065,0.585980851,0.528721789,0.530182834,0.435968937,0.468309143,0.455824463,0.427402345,0.587637955,0.632317115,0.551397543,0.391497885,0.628714677,0.694997601,0.450571872,0.591684693,0.473093113,0.474428551,0.527655791,0.403320072,1.03099408,0.430591485,0.61564097,0.404469247,0.461468074,0.573329894,0.541949123,0.472548077,0.400019968,0.525332167,0.501143243,0.534534356,0.511044361,0.476564277,0.446085333,0.507342677,0.561805294,0.417961251,0.538110108,0.535531922,0.504729238,0.431498057,0.562415584,0.47520163,0.474243564,0.584175722,0.478470857,0.804312654,0.509669385,0.45476469,0.481884591,0.442919591,0.510975111,0.50713778,0.809607898,0.420383486,0.445128214,0.596594189,0.574632966,0.686205845,0.569351845,0.644692726,0.42502972,0.391027318,0.580697613,0.494459141,0.598992531,0.50928834,0.595317586,0.635342736,0.739166179,0.501845235,0.503362302,0.62488566,0.761166759,0.619515439,0.409274313,0.538253024,0.533392123,0.642747684,0.559121572,0.513098371,0.575441007,0.550248525,0.525286751,0.637885189,0.508598849,0.474761403,0.479720118,0.531520964,0.598654199,0.380033278,0.478836762,0.444178954
Kai'Sa,0.412580774,0.540574279,0.338060208,0.500644421,0.433887823,0.542532499,0.462385208,0.958408588,0.362413889,0.511313663,0.487990979,0.578954582,0.512429491,0.482626838,0.497912323,0.860177345,0.475634724,0.183729389,0.48180929,0.489117613,0.466081459,0.552173617,0.787690716,0.509002388,0.45420311,0.437720888,0.740397754,0.408392253,0.450140172,0.549686512,0.456819549,0.516728623,0.553657027,0.503035144,0.305014051,0.405778681,0.473494213,0.35414414,0.602364877,0.378485657,0.441090641,0.615417703,0.466238738,0.462659471,0.437647556,0.593041548,0.431327172,0,0.569179131,0.425139549,0.468969977,0.434864375,0.467194914,0.529498585,0.508878295,0.444820498,0.513271924,0.600322534,0.5429128,0.449225471,0.395671261,0.385998624,0.548218077,0.394529509,0.544095543,0.532550978,0.508894971,0.424201346,0.521530614,0.529384425,0.578445987,0.057472879,0.476861968,0.455721612,0.529357455,0.528844488,0.546181337,0.514762952,0.392589837,0.460700214,0.559396339,0.439782021,0.421186789,0.433409198,0.3370106,0.359917495,0.503012559,0.306755749,0.60093046,0.542080016,0.515827605,0.431681128,0.392548378,0.450089396,0.463994947,0.472635726,0.358141067,0.324470189,0.196581507,0.641521449,0.639650566,0.487307159,0.520110414,0.505213569,0.458697899,0.609001571,0.662633282,0.56258789,0.485146291,0.525026957,0.595062367,0.416364036,0.181253171,0.346536687,0.586921494,0.485211741,0.520673575,0.74193802,0.406036967,0.473682938,0.512274568,0.252781432,0.557878214,0.480544353,0.96378865,0.436508573,0.467412136,0.374045642,0.486366634,0.47119965,0.442898437,0.445250376,0.57695854,0.998735438,0.424921823,0.509894871,0.36414545,0.657645424,0.370059075,0.528815603,0.428809735,0.592446783,0.549540976,0.359818951,0.537579678
Kalista,0.499968607,0.53201994,0.500203939,0.549264969,0.5,0.534358284,0.550000267,0.855439571,0.72983109,0.5,0.5,0.459067541,0.453244148,0.54308203,0.545083118,0.559724691,0.434207689,0.526775646,0.5,0.573388668,0.519173988,0.577453303,0.693761995,0.540157789,0.5,0.5,0.552422997,0.46508453,0.437710169,0.544712408,0.582492556,0.581112493,0.564284953,0.448297349,0.552836685,0.5,0.5,0.419204438,0.493738479,0.563199374,0.5,0.547747491,0.5,0.497491849,0.457680236,0.766907921,0.763696353,0.569179131,0,0.469739575,0.5,0.529205509,0.537854622,0.584949921,0.5,0.575706912,0.5,0.406641908,0.561969405,0.798968376,0.56733096,0.5,0.448568915,0.54427152,0.591083285,0.536682154,0.496796099,0.473235952,0.542912839,0.474875437,0.5,0.635919055,0.558529326,0.539338608,0.459255894,0.424427147,0.540744176,0.538072427,0.5,0.476754527,0.5,0.459175958,0.537789197,0.508223279,0.530054219,0.413866393,0.528340283,0.524952506,0.432830502,0.544367513,0.5,0.5,0.437822199,0.496579693,0.581294339,0.508797029,0.511783724,0.5,0.597947953,0.485702743,0.524912876,0.528757353,0.5,0.491503781,0.5,0.797381467,0.449641425,0.470069119,0.628573121,0.549795879,0.740511969,0.553670379,0.559542434,0.537280968,0.505849141,0.539827321,0.538131574,0.34395739,0.5,0.490002649,0.531442919,0.490328116,0.5,0.5,0.500342899,0.664818261,0.617436409,0.470344742,0.5,0.543598148,0.533942836,0.541133625,0.5,0.657807381,0.504624623,0.5,0.60200396,0.575450886,0.45337169,0.565027548,0.535073573,0.504652797,0.46175856,0.54054914,0.451776443
Karma,0.517913825,0.672680989,0.494058524,0.489054689,0.532944479,0.793080566,0.565688928,0.480029131,0.615447564,0.524104586,0.44113177,0.481317529,0.6531982,0.620567135,0.712960354,0.481145768,0.464230061,0.52833723,0.750643212,0.657046693,0.640104662,0.513440488,0.493106995,0.668782538,0.596891451,0.592829715,0.566254117,0.789758432,0.517528262,0.558092207,0.710644642,0.570723122,0.693883603,0.455641749,0.509966151,0.552697234,0.626357103,0.554043463,0.469706007,0.538236198,0.452612902,0.469171792,0.614214192,0.634546153,0.488542025,0.440691612,0.519422894,0.425139549,0.469739575,0,0.482345933,0.518838807,0.629299537,0.553933399,0.533596783,0.701061806,0.534132578,0.556451596,0.508556267,0.473622802,0.604740756,0.525459384,0.639270702,0.561097124,0.648732732,0.399160208,0.81813657,0.764320732,0.726625133,0.631230501,0.618337991,0.767204272,0.540070083,0.884416369,0.659385307,0.652987642,0.703809544,0.589830717,0.537414993,0.510591499,0.581356792,0.617275069,0.566555114,0.619090393,0.647391243,0.754540088,0.966631934,0.561933234,0.525731566,0.583716022,0.539108582,0.566373756,0.59238426,0.672829631,0.412444441,0.680792895,0.494455883,0.499058028,0.684245919,0.598419827,0.637073308,0.633999001,0.574041503,0.473927159,0.636178809,0.5070534,0.336374505,0.734046085,0.699182025,0.562535243,0.512726897,0.688480625,0.702915596,0.609488169,0.561184364,0.692572268,0.697889701,0.411731414,0.460716542,0.547015952,0.581647758,0.523614138,0.444357037,0.789506774,0.40899223,0.455626612,0.694223378,0.595108608,0.584257608,0.392942741,0.677647205,0.516441427,0.57202579,0.408430622,0.771013782,0.585842584,0.552619038,0.640648844,0.908460334,0.655168859,0.63603533,0.574347039,0.581517176,0.612000832,0.557747343
Karthus,0.607529436,0.49681867,0.4716836,0.548942172,0.773722253,0.561003018,0.487867059,0.483228826,0.465772819,0.413810675,0.496729887,0.520432496,0.471525083,0.467978044,0.474251208,0.478350671,0.526831745,0.472796488,0.522560074,0.476987884,0.630636384,0.626210964,0.511879233,0.717210069,0.666455253,0.586894486,0.442916703,0.475058389,0.389374609,0.422322335,0.520646255,0.5022445,0.538568111,0.557598102,0.561459906,0.653319508,0.571392977,0.398458491,0.477091832,0.537165798,0.751523404,0.520388014,0.561990343,0.431106661,0.42391821,0.464090705,0.45971474,0.468969977,0.5,0.482345933,0,0.501559126,0.535136697,0.492886022,0.623692943,0.627033925,0.781765403,0.665553745,0.538586358,0.49416851,0.537219334,0.490903998,0.463370512,0.501533458,0.613407571,0.564394071,0.529787869,0.544049757,0.443000452,0.516898354,0.420185901,0.515323772,0.488888558,0.437195641,0.473707846,0.436277899,0.408284961,0.544111101,0.779625582,0.677506496,0.813164187,0.505730704,0.562316565,0.464607202,0.444309371,0.379639433,0.472935665,0.360495971,0.459995483,0.536401191,0.623542046,0.533605532,0.438916966,0.407764853,0.49435398,0.537730597,0.520928183,0.55369972,0.477851291,0.523319342,0.638737242,0.433124032,0.657936979,0.430251013,0.560052373,0.540330875,0.496106759,0.416545438,0.55328088,0.497443104,0.50568981,0.493822617,0.353550565,0.511982023,0.491415129,0.523222317,0.487252743,0.478049452,0.683673767,0.469090273,0.397779334,0.566538956,0.475141356,0.405226048,0.481027622,0.415684672,0.474786438,0.43991443,0.557701011,0.51872313,0.386973114,0.666607335,0.730474725,0.487927616,0.459396582,0.613401982,0.503279172,0.471718116,0.480101211,0.785218569,0.485259284,0.459191592,0.432579482,0.477582542,0.443224534
