WhoAmI,,Position,,Against,WinRate
Camille,",",Jungle,"Camille,Jungle",Gragas,55.36
Camille,",",Jungle,"Camille,Jungle",Warwick,47.27
Camille,",",Jungle,"Camille,Jungle",Kindred,47.17
Cho'Gath,",",Jungle,"Cho'Gath,Jungle",Lee Sin,48.57
Cho'Gath,",",Jungle,"Cho'Gath,Jungle",Ekko,54.55
Diana,",",Jungle,"Diana,Jungle",Lee Sin,52.09
Diana,",",Jungle,"Diana,Jungle",Ekko,46.02
Diana,",",Jungle,"Diana,Jungle",Elise,50.99
Diana,",",Jungle,"Diana,Jungle",Jarvan IV,51.50
Diana,",",Jungle,"Diana,Jungle",Zac,44.44
Diana,",",Jungle,"Diana,Jungle",Master Yi,38.81
Diana,",",Jungle,"Diana,Jungle",Nidalee,48.31
Diana,",",Jungle,"Diana,Jungle",Shaco,51.72
Diana,",",Jungle,"Diana,Jungle",Rek'Sai,51.40
Diana,",",Jungle,"Diana,Jungle",Xin Zhao,35.51
Diana,",",Jungle,"Diana,Jungle",Gragas,54.00
Diana,",",Jungle,"Diana,Jungle",Olaf,52.58
Diana,",",Jungle,"Diana,Jungle",Nocturne,51.85
Diana,",",Jungle,"Diana,Jungle",Kha'Zix,58.44
Diana,",",Jungle,"Diana,Jungle",Kayn,38.96
Diana,",",Jungle,"Diana,Jungle",Vi,49.32
Diana,",",Jungle,"Diana,Jungle",Graves,50.00
Diana,",",Jungle,"Diana,Jungle",Jax,52.94
Diana,",",Jungle,"Diana,Jungle",Warwick,39.71
Diana,",",Jungle,"Diana,Jungle",Amumu,44.78
Diana,",",Jungle,"Diana,Jungle",Shyvana,43.08
Diana,",",Jungle,"Diana,Jungle",Evelynn,34.43
Diana,",",Jungle,"Diana,Jungle",Nunu & Willump,50.00
Diana,",",Jungle,"Diana,Jungle",Kindred,50.00
Diana,",",Jungle,"Diana,Jungle",Rammus,54.72
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Lee Sin,51.56
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Ekko,50.20
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Elise,50.64
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Zac,46.90
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Jarvan IV,53.16
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Master Yi,47.37
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Olaf,57.59
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Nidalee,51.63
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Shaco,44.24
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Rek'Sai,59.26
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Xin Zhao,51.97
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Nocturne,53.38
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Kayn,47.29
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Gragas,65.87
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Rammus,39.84
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Shyvana,45.00
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Warwick,46.02
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Amumu,65.09
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Evelynn,50.00
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Kindred,44.44
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Kha'Zix,44.44
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Graves,50.53
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Vi,50.53
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Jax,53.19
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Nunu & Willump,41.98
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Karthus,54.67
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Trundle,44.62
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Hecarim,44.44
Dr. Mundo,",",Jungle,"Dr. Mundo,Jungle",Sejuani,67.92
Ekko,",",Jungle,"Ekko,Jungle",Lee Sin,53.54
Ekko,",",Jungle,"Ekko,Jungle",Elise,49.78
Ekko,",",Jungle,"Ekko,Jungle",Jarvan IV,54.23
Ekko,",",Jungle,"Ekko,Jungle",Zac,52.13
Ekko,",",Jungle,"Ekko,Jungle",Master Yi,48.33
Ekko,",",Jungle,"Ekko,Jungle",Nidalee,52.19
Ekko,",",Jungle,"Ekko,Jungle",Rek'Sai,52.77
Ekko,",",Jungle,"Ekko,Jungle",Olaf,51.91
Ekko,",",Jungle,"Ekko,Jungle",Shaco,50.98
Ekko,",",Jungle,"Ekko,Jungle",Xin Zhao,53.97
Ekko,",",Jungle,"Ekko,Jungle",Gragas,54.81
Ekko,",",Jungle,"Ekko,Jungle",Kha'Zix,51.85
Ekko,",",Jungle,"Ekko,Jungle",Nocturne,56.09
Ekko,",",Jungle,"Ekko,Jungle",Shyvana,47.76
Ekko,",",Jungle,"Ekko,Jungle",Kayn,52.11
Ekko,",",Jungle,"Ekko,Jungle",Evelynn,51.26
Ekko,",",Jungle,"Ekko,Jungle",Graves,47.97
Ekko,",",Jungle,"Ekko,Jungle",Kindred,53.13
Ekko,",",Jungle,"Ekko,Jungle",Warwick,50.97
Ekko,",",Jungle,"Ekko,Jungle",Amumu,52.19
Ekko,",",Jungle,"Ekko,Jungle",Vi,50.05
Ekko,",",Jungle,"Ekko,Jungle",Jax,51.10
Ekko,",",Jungle,"Ekko,Jungle",Nunu & Willump,52.40
Ekko,",",Jungle,"Ekko,Jungle",Karthus,52.96
Ekko,",",Jungle,"Ekko,Jungle",Hecarim,51.56
Ekko,",",Jungle,"Ekko,Jungle",Dr. Mundo,49.80
Ekko,",",Jungle,"Ekko,Jungle",Rammus,54.28
Ekko,",",Jungle,"Ekko,Jungle",Taliyah,55.30
Ekko,",",Jungle,"Ekko,Jungle",Sejuani,56.56
Ekko,",",Jungle,"Ekko,Jungle",Pantheon,54.71
Ekko,",",Jungle,"Ekko,Jungle",Trundle,51.70
Ekko,",",Jungle,"Ekko,Jungle",Diana,53.98
Ekko,",",Jungle,"Ekko,Jungle",Rengar,48.35
Ekko,",",Jungle,"Ekko,Jungle",Qiyana,65.44
Ekko,",",Jungle,"Ekko,Jungle",Fiddlesticks,50.33
Ekko,",",Jungle,"Ekko,Jungle",Sylas,52.30
Ekko,",",Jungle,"Ekko,Jungle",Camille,52.13
Ekko,",",Jungle,"Ekko,Jungle",Poppy,49.82
Ekko,",",Jungle,"Ekko,Jungle",Ivern,46.06
Elise,",",Jungle,"Elise,Jungle",Lee Sin,52.69
Elise,",",Jungle,"Elise,Jungle",Ekko,50.22
Elise,",",Jungle,"Elise,Jungle",Jarvan IV,50.73
Elise,",",Jungle,"Elise,Jungle",Zac,46.31
Elise,",",Jungle,"Elise,Jungle",Nidalee,51.10
Elise,",",Jungle,"Elise,Jungle",Master Yi,50.31
Elise,",",Jungle,"Elise,Jungle",Olaf,48.27
Elise,",",Jungle,"Elise,Jungle",Rek'Sai,51.28
Elise,",",Jungle,"Elise,Jungle",Shaco,48.68
Elise,",",Jungle,"Elise,Jungle",Gragas,53.34
Elise,",",Jungle,"Elise,Jungle",Xin Zhao,53.02
Elise,",",Jungle,"Elise,Jungle",Nocturne,49.05
Elise,",",Jungle,"Elise,Jungle",Shyvana,46.56
Elise,",",Jungle,"Elise,Jungle",Kha'Zix,55.54
Elise,",",Jungle,"Elise,Jungle",Evelynn,50.70
Elise,",",Jungle,"Elise,Jungle",Graves,50.57
Elise,",",Jungle,"Elise,Jungle",Warwick,48.23
Elise,",",Jungle,"Elise,Jungle",Kayn,49.15
Elise,",",Jungle,"Elise,Jungle",Vi,52.02
Elise,",",Jungle,"Elise,Jungle",Kindred,52.19
Elise,",",Jungle,"Elise,Jungle",Nunu & Willump,47.34
Elise,",",Jungle,"Elise,Jungle",Karthus,48.61
Elise,",",Jungle,"Elise,Jungle",Amumu,49.62
Elise,",",Jungle,"Elise,Jungle",Hecarim,51.74
Elise,",",Jungle,"Elise,Jungle",Jax,47.97
Elise,",",Jungle,"Elise,Jungle",Rammus,53.21
Elise,",",Jungle,"Elise,Jungle",Dr. Mundo,49.36
Elise,",",Jungle,"Elise,Jungle",Taliyah,53.43
Elise,",",Jungle,"Elise,Jungle",Sejuani,47.92
Elise,",",Jungle,"Elise,Jungle",Pantheon,53.77
Elise,",",Jungle,"Elise,Jungle",Qiyana,61.04
Elise,",",Jungle,"Elise,Jungle",Diana,49.01
Elise,",",Jungle,"Elise,Jungle",Rengar,51.95
Elise,",",Jungle,"Elise,Jungle",Trundle,49.39
Elise,",",Jungle,"Elise,Jungle",Fiddlesticks,59.14
Elise,",",Jungle,"Elise,Jungle",Camille,50.35
Elise,",",Jungle,"Elise,Jungle",Sylas,56.00
Elise,",",Jungle,"Elise,Jungle",Ivern,47.03
Elise,",",Jungle,"Elise,Jungle",Poppy,49.52
Evelynn,",",Jungle,"Evelynn,Jungle",Lee Sin,50.33
Evelynn,",",Jungle,"Evelynn,Jungle",Ekko,48.74
Evelynn,",",Jungle,"Evelynn,Jungle",Elise,49.30
Evelynn,",",Jungle,"Evelynn,Jungle",Jarvan IV,49.41
Evelynn,",",Jungle,"Evelynn,Jungle",Master Yi,50.09
Evelynn,",",Jungle,"Evelynn,Jungle",Zac,45.28
Evelynn,",",Jungle,"Evelynn,Jungle",Nidalee,48.79
Evelynn,",",Jungle,"Evelynn,Jungle",Shaco,47.95
Evelynn,",",Jungle,"Evelynn,Jungle",Xin Zhao,49.24
Evelynn,",",Jungle,"Evelynn,Jungle",Rek'Sai,44.06
Evelynn,",",Jungle,"Evelynn,Jungle",Olaf,51.19
Evelynn,",",Jungle,"Evelynn,Jungle",Nocturne,49.82
Evelynn,",",Jungle,"Evelynn,Jungle",Gragas,53.99
Evelynn,",",Jungle,"Evelynn,Jungle",Kha'Zix,48.19
Evelynn,",",Jungle,"Evelynn,Jungle",Kayn,50.64
Evelynn,",",Jungle,"Evelynn,Jungle",Shyvana,44.09
Evelynn,",",Jungle,"Evelynn,Jungle",Vi,38.28
Evelynn,",",Jungle,"Evelynn,Jungle",Warwick,50.54
Evelynn,",",Jungle,"Evelynn,Jungle",Graves,53.01
Evelynn,",",Jungle,"Evelynn,Jungle",Kindred,45.60
Evelynn,",",Jungle,"Evelynn,Jungle",Amumu,52.22
Evelynn,",",Jungle,"Evelynn,Jungle",Rammus,57.93
Evelynn,",",Jungle,"Evelynn,Jungle",Nunu & Willump,43.33
Evelynn,",",Jungle,"Evelynn,Jungle",Hecarim,51.47
Evelynn,",",Jungle,"Evelynn,Jungle",Jax,50.00
Evelynn,",",Jungle,"Evelynn,Jungle",Karthus,44.35
Evelynn,",",Jungle,"Evelynn,Jungle",Dr. Mundo,50.00
Evelynn,",",Jungle,"Evelynn,Jungle",Taliyah,54.08
Evelynn,",",Jungle,"Evelynn,Jungle",Sejuani,50.52
Evelynn,",",Jungle,"Evelynn,Jungle",Pantheon,42.05
Evelynn,",",Jungle,"Evelynn,Jungle",Trundle,56.96
Evelynn,",",Jungle,"Evelynn,Jungle",Qiyana,59.70
Evelynn,",",Jungle,"Evelynn,Jungle",Camille,58.06
Evelynn,",",Jungle,"Evelynn,Jungle",Diana,65.57
Evelynn,",",Jungle,"Evelynn,Jungle",Fiddlesticks,58.18
Evelynn,",",Jungle,"Evelynn,Jungle",Poppy,52.83
Evelynn,",",Jungle,"Evelynn,Jungle",Rengar,50.00
Ezreal,",",Jungle,"Ezreal,Jungle",Lee Sin,42.00
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Lee Sin,47.64
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Ekko,49.67
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Elise,40.86
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Jarvan IV,47.51
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Zac,38.86
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Master Yi,44.65
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Nidalee,54.70
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Rek'Sai,49.47
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Shaco,49.47
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Gragas,55.43
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Nocturne,56.25
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Olaf,46.25
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Shyvana,57.75
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Xin Zhao,46.03
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Kayn,45.76
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Vi,42.37
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Warwick,55.17
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Evelynn,41.82
Fiddlesticks,",",Jungle,"Fiddlesticks,Jungle",Kha'Zix,52.73
Gragas,",",Jungle,"Gragas,Jungle",Lee Sin,50.44
Gragas,",",Jungle,"Gragas,Jungle",Ekko,45.19
Gragas,",",Jungle,"Gragas,Jungle",Elise,46.66
Gragas,",",Jungle,"Gragas,Jungle",Jarvan IV,45.34
Gragas,",",Jungle,"Gragas,Jungle",Zac,46.81
Gragas,",",Jungle,"Gragas,Jungle",Master Yi,44.02
Gragas,",",Jungle,"Gragas,Jungle",Nidalee,46.86
Gragas,",",Jungle,"Gragas,Jungle",Rek'Sai,47.47
Gragas,",",Jungle,"Gragas,Jungle",Shaco,46.76
Gragas,",",Jungle,"Gragas,Jungle",Olaf,45.72
Gragas,",",Jungle,"Gragas,Jungle",Xin Zhao,46.93
Gragas,",",Jungle,"Gragas,Jungle",Kha'Zix,45.73
Gragas,",",Jungle,"Gragas,Jungle",Nocturne,46.39
Gragas,",",Jungle,"Gragas,Jungle",Kayn,42.55
Gragas,",",Jungle,"Gragas,Jungle",Warwick,47.81
Gragas,",",Jungle,"Gragas,Jungle",Shyvana,44.44
Gragas,",",Jungle,"Gragas,Jungle",Vi,50.19
Gragas,",",Jungle,"Gragas,Jungle",Evelynn,46.01
Gragas,",",Jungle,"Gragas,Jungle",Kindred,48.82
Gragas,",",Jungle,"Gragas,Jungle",Graves,45.02
Gragas,",",Jungle,"Gragas,Jungle",Nunu & Willump,44.59
Gragas,",",Jungle,"Gragas,Jungle",Jax,45.45
Gragas,",",Jungle,"Gragas,Jungle",Karthus,44.61
Gragas,",",Jungle,"Gragas,Jungle",Amumu,46.27
Gragas,",",Jungle,"Gragas,Jungle",Rammus,46.97
Gragas,",",Jungle,"Gragas,Jungle",Hecarim,43.82
Gragas,",",Jungle,"Gragas,Jungle",Taliyah,50.00
Gragas,",",Jungle,"Gragas,Jungle",Sejuani,51.97
Gragas,",",Jungle,"Gragas,Jungle",Dr. Mundo,34.13
Gragas,",",Jungle,"Gragas,Jungle",Diana,46.00
Gragas,",",Jungle,"Gragas,Jungle",Pantheon,49.49
Gragas,",",Jungle,"Gragas,Jungle",Trundle,45.16
Gragas,",",Jungle,"Gragas,Jungle",Qiyana,55.43
Gragas,",",Jungle,"Gragas,Jungle",Fiddlesticks,44.57
Gragas,",",Jungle,"Gragas,Jungle",Rengar,43.82
Gragas,",",Jungle,"Gragas,Jungle",Sylas,40.79
Gragas,",",Jungle,"Gragas,Jungle",Poppy,53.03
Gragas,",",Jungle,"Gragas,Jungle",Ivern,35.09
Gragas,",",Jungle,"Gragas,Jungle",Camille,44.64
Graves,",",Jungle,"Graves,Jungle",Lee Sin,52.38
Graves,",",Jungle,"Graves,Jungle",Ekko,52.03
Graves,",",Jungle,"Graves,Jungle",Elise,49.43
Graves,",",Jungle,"Graves,Jungle",Jarvan IV,49.70
Graves,",",Jungle,"Graves,Jungle",Zac,51.06
Graves,",",Jungle,"Graves,Jungle",Master Yi,49.60
Graves,",",Jungle,"Graves,Jungle",Nidalee,47.15
Graves,",",Jungle,"Graves,Jungle",Rek'Sai,50.57
Graves,",",Jungle,"Graves,Jungle",Shaco,48.46
Graves,",",Jungle,"Graves,Jungle",Olaf,48.80
Graves,",",Jungle,"Graves,Jungle",Xin Zhao,48.35
Graves,",",Jungle,"Graves,Jungle",Gragas,54.98
Graves,",",Jungle,"Graves,Jungle",Kha'Zix,52.00
Graves,",",Jungle,"Graves,Jungle",Shyvana,40.17
Graves,",",Jungle,"Graves,Jungle",Nocturne,46.36
Graves,",",Jungle,"Graves,Jungle",Kayn,50.23
Graves,",",Jungle,"Graves,Jungle",Kindred,54.50
Graves,",",Jungle,"Graves,Jungle",Evelynn,46.99
Graves,",",Jungle,"Graves,Jungle",Vi,47.49
Graves,",",Jungle,"Graves,Jungle",Warwick,46.89
Graves,",",Jungle,"Graves,Jungle",Amumu,54.25
Graves,",",Jungle,"Graves,Jungle",Karthus,50.98
Graves,",",Jungle,"Graves,Jungle",Nunu & Willump,44.67
Graves,",",Jungle,"Graves,Jungle",Jax,48.97
Graves,",",Jungle,"Graves,Jungle",Rammus,52.63
Graves,",",Jungle,"Graves,Jungle",Hecarim,49.59
Graves,",",Jungle,"Graves,Jungle",Taliyah,57.01
Graves,",",Jungle,"Graves,Jungle",Dr. Mundo,49.47
Graves,",",Jungle,"Graves,Jungle",Sejuani,43.16
Graves,",",Jungle,"Graves,Jungle",Diana,50.00
Graves,",",Jungle,"Graves,Jungle",Trundle,43.06
Graves,",",Jungle,"Graves,Jungle",Pantheon,58.21
Graves,",",Jungle,"Graves,Jungle",Qiyana,60.66
Graves,",",Jungle,"Graves,Jungle",Ivern,66.67
Graves,",",Jungle,"Graves,Jungle",Rengar,58.00
Hecarim,",",Jungle,"Hecarim,Jungle",Lee Sin,50.19
Hecarim,",",Jungle,"Hecarim,Jungle",Ekko,48.44
Hecarim,",",Jungle,"Hecarim,Jungle",Elise,48.26
Hecarim,",",Jungle,"Hecarim,Jungle",Jarvan IV,49.43
Hecarim,",",Jungle,"Hecarim,Jungle",Zac,49.20
Hecarim,",",Jungle,"Hecarim,Jungle",Master Yi,40.57
Hecarim,",",Jungle,"Hecarim,Jungle",Nidalee,50.00
Hecarim,",",Jungle,"Hecarim,Jungle",Rek'Sai,48.33
Hecarim,",",Jungle,"Hecarim,Jungle",Shaco,46.77
Hecarim,",",Jungle,"Hecarim,Jungle",Nocturne,50.50
Hecarim,",",Jungle,"Hecarim,Jungle",Olaf,51.83
Hecarim,",",Jungle,"Hecarim,Jungle",Gragas,56.18
Hecarim,",",Jungle,"Hecarim,Jungle",Xin Zhao,50.29
Hecarim,",",Jungle,"Hecarim,Jungle",Kha'Zix,40.51
Hecarim,",",Jungle,"Hecarim,Jungle",Evelynn,48.53
Hecarim,",",Jungle,"Hecarim,Jungle",Shyvana,41.91
Hecarim,",",Jungle,"Hecarim,Jungle",Warwick,51.13
Hecarim,",",Jungle,"Hecarim,Jungle",Kayn,43.61
Hecarim,",",Jungle,"Hecarim,Jungle",Nunu & Willump,44.63
Hecarim,",",Jungle,"Hecarim,Jungle",Graves,50.41
Hecarim,",",Jungle,"Hecarim,Jungle",Vi,52.94
Hecarim,",",Jungle,"Hecarim,Jungle",Kindred,54.39
Hecarim,",",Jungle,"Hecarim,Jungle",Amumu,53.10
Hecarim,",",Jungle,"Hecarim,Jungle",Rammus,50.00
Hecarim,",",Jungle,"Hecarim,Jungle",Jax,53.47
Hecarim,",",Jungle,"Hecarim,Jungle",Karthus,45.24
Hecarim,",",Jungle,"Hecarim,Jungle",Sejuani,50.00
Hecarim,",",Jungle,"Hecarim,Jungle",Taliyah,56.25
Hecarim,",",Jungle,"Hecarim,Jungle",Dr. Mundo,55.56
Hecarim,",",Jungle,"Hecarim,Jungle",Trundle,54.55
Hecarim,",",Jungle,"Hecarim,Jungle",Pantheon,55.77
Ivern,",",Jungle,"Ivern,Jungle",Lee Sin,52.59
Ivern,",",Jungle,"Ivern,Jungle",Ekko,53.94
Ivern,",",Jungle,"Ivern,Jungle",Elise,52.97
Ivern,",",Jungle,"Ivern,Jungle",Jarvan IV,50.00
Ivern,",",Jungle,"Ivern,Jungle",Zac,45.16
Ivern,",",Jungle,"Ivern,Jungle",Master Yi,46.55
Ivern,",",Jungle,"Ivern,Jungle",Nidalee,42.86
Ivern,",",Jungle,"Ivern,Jungle",Rek'Sai,51.14
Ivern,",",Jungle,"Ivern,Jungle",Olaf,46.27
Ivern,",",Jungle,"Ivern,Jungle",Shaco,53.97
Ivern,",",Jungle,"Ivern,Jungle",Xin Zhao,46.55
Ivern,",",Jungle,"Ivern,Jungle",Gragas,64.91
Ivern,",",Jungle,"Ivern,Jungle",Graves,33.33
Ivern,",",Jungle,"Ivern,Jungle",Warwick,56.86
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Lee Sin,51.70
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Elise,49.27
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Ekko,45.77
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Zac,49.82
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Master Yi,45.83
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Nidalee,48.98
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Rek'Sai,48.40
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Olaf,47.84
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Gragas,54.66
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Xin Zhao,51.48
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Shaco,49.60
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Nocturne,51.71
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Shyvana,45.50
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Kayn,48.13
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Kha'Zix,50.20
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Evelynn,50.59
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Graves,50.30
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Vi,49.85
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Warwick,49.51
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Kindred,45.32
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Amumu,50.68
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Nunu & Willump,49.91
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Jax,49.91
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Hecarim,50.57
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Rammus,52.30
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Karthus,52.95
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Sejuani,50.42
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Dr. Mundo,46.84
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Taliyah,48.84
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Pantheon,53.06
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Trundle,48.68
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Diana,48.50
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Qiyana,63.51
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Rengar,46.00
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Poppy,51.93
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Fiddlesticks,52.49
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Camille,57.71
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Sylas,52.44
Jarvan IV,",",Jungle,"Jarvan IV,Jungle",Ivern,50.00
Jax,",",Jungle,"Jax,Jungle",Lee Sin,48.89
Jax,",",Jungle,"Jax,Jungle",Master Yi,46.50
Jax,",",Jungle,"Jax,Jungle",Ekko,48.90
Jax,",",Jungle,"Jax,Jungle",Elise,52.03
Jax,",",Jungle,"Jax,Jungle",Jarvan IV,50.09
Jax,",",Jungle,"Jax,Jungle",Zac,45.27
Jax,",",Jungle,"Jax,Jungle",Nidalee,51.31
Jax,",",Jungle,"Jax,Jungle",Nocturne,53.15
Jax,",",Jungle,"Jax,Jungle",Olaf,40.41
Jax,",",Jungle,"Jax,Jungle",Xin Zhao,52.07
Jax,",",Jungle,"Jax,Jungle",Shaco,46.55
Jax,",",Jungle,"Jax,Jungle",Rek'Sai,43.81
Jax,",",Jungle,"Jax,Jungle",Gragas,54.55
Jax,",",Jungle,"Jax,Jungle",Shyvana,44.02
Jax,",",Jungle,"Jax,Jungle",Amumu,45.03
Jax,",",Jungle,"Jax,Jungle",Kayn,48.24
Jax,",",Jungle,"Jax,Jungle",Kha'Zix,45.73
Jax,",",Jungle,"Jax,Jungle",Vi,45.39
Jax,",",Jungle,"Jax,Jungle",Warwick,50.66
Jax,",",Jungle,"Jax,Jungle",Rammus,42.86
Jax,",",Jungle,"Jax,Jungle",Graves,51.03
Jax,",",Jungle,"Jax,Jungle",Evelynn,50.00
Jax,",",Jungle,"Jax,Jungle",Kindred,48.84
Jax,",",Jungle,"Jax,Jungle",Nunu & Willump,42.45
Jax,",",Jungle,"Jax,Jungle",Karthus,55.88
Jax,",",Jungle,"Jax,Jungle",Hecarim,46.53
Jax,",",Jungle,"Jax,Jungle",Dr. Mundo,46.81
Jax,",",Jungle,"Jax,Jungle",Sejuani,59.30
Jax,",",Jungle,"Jax,Jungle",Trundle,40.54
Jax,",",Jungle,"Jax,Jungle",Taliyah,42.25
Jax,",",Jungle,"Jax,Jungle",Diana,47.06
Jax,",",Jungle,"Jax,Jungle",Qiyana,55.17
Jax,",",Jungle,"Jax,Jungle",Pantheon,47.27
Kai'Sa,",",Jungle,"Kai'Sa,Jungle",Lee Sin,40.59
Karthus,",",Jungle,"Karthus,Jungle",Lee Sin,54.95
Karthus,",",Jungle,"Karthus,Jungle",Elise,51.39
Karthus,",",Jungle,"Karthus,Jungle",Ekko,47.04
Karthus,",",Jungle,"Karthus,Jungle",Zac,45.47
Karthus,",",Jungle,"Karthus,Jungle",Jarvan IV,47.05
Karthus,",",Jungle,"Karthus,Jungle",Nidalee,51.73
Karthus,",",Jungle,"Karthus,Jungle",Rek'Sai,55.96
Karthus,",",Jungle,"Karthus,Jungle",Master Yi,48.71
Karthus,",",Jungle,"Karthus,Jungle",Shaco,56.25
Karthus,",",Jungle,"Karthus,Jungle",Xin Zhao,49.07
Karthus,",",Jungle,"Karthus,Jungle",Olaf,53.33
Karthus,",",Jungle,"Karthus,Jungle",Gragas,55.39
Karthus,",",Jungle,"Karthus,Jungle",Shyvana,47.15
Karthus,",",Jungle,"Karthus,Jungle",Kha'Zix,55.11
Karthus,",",Jungle,"Karthus,Jungle",Kindred,50.93
Karthus,",",Jungle,"Karthus,Jungle",Nocturne,50.94
Karthus,",",Jungle,"Karthus,Jungle",Kayn,50.94
Karthus,",",Jungle,"Karthus,Jungle",Graves,49.02
Karthus,",",Jungle,"Karthus,Jungle",Warwick,47.26
Karthus,",",Jungle,"Karthus,Jungle",Nunu & Willump,43.20
Karthus,",",Jungle,"Karthus,Jungle",Evelynn,55.65
Karthus,",",Jungle,"Karthus,Jungle",Rammus,47.93
Karthus,",",Jungle,"Karthus,Jungle",Vi,53.91
Karthus,",",Jungle,"Karthus,Jungle",Amumu,53.40
Karthus,",",Jungle,"Karthus,Jungle",Jax,44.12
